3.2.g,La direction du prestataire doit accepter formellement les risques résiduels identifiés dans l'appréciation des risques.,The provider's management must formally accept the residual risks identified in risk assessment.,,,,,,,,,,,,
3.2.h,Le prestataire doit réviser annuellement l'appréciation des risques et à chaque changement majeur pouvant avoir un impact sur le service. Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page,The service provider must revise the risk assessment annually and with each major change that may have an impact on the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,,,,,,,,,,,,
6.1.a,"Le prestataire doit documenter et mettre en œuvre une organisation interne de la sécurité pour assurer la définition, la mise en place et le suivi du fonctionnement opérationnel de la sécurité de l'information au sein de son organisation.","The service provider must document and implement an internal security organization to ensure the definition, implementation and monitoring of the operational operation of information security within its organization.",,,,,,,,,,,,
6.1.b,Le prestataire doit désigner un responsable de la sécurité des systèmes d'information et un responsable de la sécurité physique.,The service provider must appoint a information systems security manager and a physical security manager.,,,,,,,,,,,,
6.1.c,Le prestataire doit définir et attribuer les responsabilités en matière de sécurité de l'information pour le personnel impliqué dans la fourniture du service.,The service provider must define and allocate information security responsibilities for personnel involved in the provision of the service.,,,,,,,,,,,,
6.1.d,Le prestataire doit s'assurer après tout changement majeur pouvant avoir un impact sur le service que l'attribution des responsabilités en matière de sécurité de l'information est toujours pertinente.,The service provider must ensure after any major change that may have an impact on the service that the allocation of information security responsibilities is always relevant.,,,,,,,,,,,,
6.1.e,"Le prestataire doit définir et attribuer les responsabilités en matière de protection de données à caractère personnel, en cohérence avec son rôle dans les traitements de données à caractère personnel (responsable de traitement, sous-traitant ou co-responsable).","The service provider must define and assign responsibilities in terms of personal data protection, consistent with its role in personal data processing (controller, subcontractor or co-responsible).",,,,,,,,,,,,
6.1.f,"Le prestataire doit, lorsqu'il traite un grand nombre de données parmi lesquelles figurent des catégories particulières de données à caractère personnel telles que définies dans [RGPD], désigner un délégué à la protection des données.","The service provider must, when processing a large number of data, including special categories of personal data as defined in [GDPR], designate a data protection delegate.",,,,,,,,,,,,
6.1.g,"Il est recommandé que le prestataire, quel que soit le volume de données à caractère personnel qu'il traite, désigne un délégué à la protection des données.","It is recommended that the service provider, regardless of the volume of personal data he processed, designates a data protection delegate.",,,,,,,,,,,,
6.1.h,"Le prestataire doit réaliser ou contribuer à la réalisation d'une analyse d'impact relative à la protection des données à caractère personnel lorsque le traitement est susceptible d'engendrer un risque élevé pour les droits et libertés des personnes concernées (traitement de catégories particulières de données à caractère personnel telles que définies dans [RGPD], traitement de données à grande échelle, etc.). Cette analyse doit comporter une évaluation juridique du respect des principes et droits fondamentaux, ainsi qu'une étude plus technique des mesures techniques mises en œuvre pour protéger les personnes des risques pour leur vie privée.","The service provider must carry out or contribute to the realization of an impact analysis relating to the protection of personal data when the processing is likely to generate a high risk for the rights and freedoms of the persons concerned (processing of particular categories of personal data as defined in [GDPR], processing of large -scale data, etc.). This analysis must include a legal evaluation of respect for fundamental principles and rights, as well as a more technical study of the technical measures implemented to protect people from risks to their privacy.",,,,,,,,,,,,
6.2.a,"Le prestataire doit identifier les risques associés à des cumuls de responsabilités ou de tâches, les prendre en compte dans l'appréciation des risques et mettre en œuvre des mesures de réduction de ces risques.","The service provider must identify the risks associated with accumulation of responsibilities or tasks, take them into account in the assessment of risks and implement measures to reduce these risks.",,,,,,,,,,,,
6.3.a,"Il est recommandé que le prestataire mette en place des relations appropriées avec les autorités compétentes en matière de sécurité de l'information et de données à caractère personnel et, le cas échéant, avec les autorités sectorielles selon la nature des informations confiées par le commanditaire au prestataire.","It is recommended that the service provider set up appropriate relations with the authorities competent in terms of information security and personal data and, if necessary, with the sectoral authorities according to the nature of the information entrusted by the sponsor to the service provider.",,,,,,,,,,,,
6.4.a,"Il est recommandé que le prestataire entretienne des contacts appropriés avec des groupes de spécialistes ou des sources reconnues, notamment pour prendre en compte de nouvelles menaces et les mesures de sécurité appropriées pour les contrer. Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page","It is recommended that the service provider maintains appropriate contacts with groups of specialists or recognized sources, in particular to take into account new threats and appropriate security measures to counter them. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",,,,,,,,,,,,
6.5.a,"Le prestataire doit documenter une estimation des risques préalablement à tout projet pouvant avoir un impact sur le service, et ce quelle que soit la nature du projet.","The service provider must document an estimate of the risks prior to any project that may have an impact on the service, regardless of the nature of the project.",,,,,,,,,,,,
6.5.b,"Dans la mesure où un projet affecte ou est susceptible d'affecter le niveau de sécurité du service, le prestataire doit avertir le commanditaire et l'informer par écrit des impacts potentiels, des mesures mises en place pour réduire ces impacts ainsi que des risques résiduels le concernant. Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page","Insofar as a project affects or is likely to affect the level of service security, the service provider must warn the sponsor and inform him in writing of potential impacts, measures put in place to reduce these impacts as well as residual risks concerning him. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",,,,,,,,,,,,
7.1.a,Le prestataire doit documenter et mettre en œuvre une procédure de vérification des informations concernant son personnel conforme aux lois et règlements en vigueur. Ces vérifications s'appliquent à toute personne impliquée dans la fourniture du service et doivent être proportionnelles à la sensibilité ou à la spécificité des informations du commanditaire confiées au prestataire ainsi qu'aux risques identifiés.,The service provider must document and implement a procedure for verifying information concerning its staff in accordance with the laws and regulations in force. These verifications apply to any person involved in the provision of the service and must be proportional to the sensitivity or specificity of the information of the sponsor entrusted to the service provider as well as at the identified risks.,,,,,,,,,,,,
7.1.b,"Pour les personnels disposant de privilèges d'administration élevés sur les composants logiciels et matériels de l'infrastructure, le prestataire doit renforcer les vérifications destinées à vérifier que les antécédents de ceux-ci ne sont pas incompatibles avec l'exercice de leurs fonctions. I Il est entendu par des privilèges d'administration élevés, des actions permettant l'élévation de privilèges ou la possibilité de réaliser des actions sans traces techniques ou de désactiver, altérer les traces techniques.","For personnel with high administration privileges on the software and material components of the infrastructure, the provider must strengthen the checks intended to verify that the history of these are not incompatible with the exercise of their functions. I It is understood by high administration privileges, actions allowing the elevation of privileges or the possibility of carrying out actions without technical traces or deactivating, altering technical traces.",,,,,,,,,,,,
7.2.a,"Le prestataire doit disposer d'une charte d'éthique intégrée au règlement intérieur, prévoyant notamment que : - les prestations sont réalisées avec loyauté, discrétion et impartialité et dans des conditions de confidentialité des informations traitées ; - les personnels ne recourent qu'aux méthodes, outils et techniques validés par le prestataire ; - les personnels s'engagent à ne pas divulguer d'informations à un tiers, même anonymisées et décontextualisées, obtenues ou générées dans le cadre de la prestation sauf autorisation formelle et écrite du commanditaire ; - les personnels s'engagent à signaler au prestataire tout contenu manifestement illicite découvert pendant la prestation ; - les personnels s'engagent à respecter la législation et la réglementation nationale en vigueur et les bonnes pratiques liées à leurs activités.","The service provider must have an ethics charter integrated into the internal regulations, providing in particular that: - the services are provided with loyalty, discretion and impartiality and under conditions of confidentiality of the information processed; - staff only use the provider's methods, tools and techniques; - the staff undertake not to disclose information to a third party, even anonymized and decontextualized, obtained or generated within the framework of the service without the formal and written authorization of the sponsor; - Staff undertake to report to the service provider any manifestly illicit content discovered during the service; - Staff agree to comply with the national legislation and regulation in force and good practices related to their activities.",,,,,,,,,,,,
7.2.b,Le prestataire doit faire signer la charte d'éthique à l'ensemble des personnes impliquées dans la fourniture du service.,The service provider must have the ethics charter sign to all the people involved in the provision of the service.,,,,,,,,,,,,
7.2.c,"Le prestataire doit introduire, dans le contrat de travail des personnels disposant de privilèges d'administration élevés sur les composants et matériels de l'infrastructure du service, un engagement de responsabilité avec un renvoi aux clauses du code du travail sur la protection du secret des affaires et de la propriété intellectuelle. Il est entendu par des privilèges d'administration élevés, des actions permettant l'élévation de privilèges ou la possibilité de réaliser des actions sans traces techniques ou de désactiver, altérer les traces techniques.","The service provider must introduce, in the employment contract of staff with high administration privileges on the components and materials of the service infrastructure, a commitment of responsibility with a referral to the clauses of the Labor Code on the protection of business secrecy and intellectual property. It is understood by high administration privileges, actions allowing the elevation of privileges or the possibility of carrying out actions without technical traces or deactivating, altering technical traces.",,,,,,,,,,,,
7.2.d,"Le prestataire doit, sur demande d'un commanditaire, lui rendre accessible le règlement intérieur et la charte d'éthique. l'information","The service provider must, at the request of a sponsor, make him accessible the internal regulations and the ethics charter. information",,,,,,,,,,,,
7.3.a,Le prestataire doit sensibiliser à la sécurité de l'information et aux risques liés à la protection des données l'ensemble des personnes impliquées dans la fourniture du service. Il doit leur communiquer les mises à jour des politiques et procédures pertinentes dans le cadre de leurs missions. Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page,The service provider must raise awareness of information security and the risks linked to data protection all the persons involved in the provision of the service. He must communicate the updates to relevant policies and procedures within the framework of their missions. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,,,,,,,,,,,,
3.2.b,Le prestataire doit documenter et mettre en œuvre un plan de formation concernant la sécurité de l'information adapté au service et aux missions des personnels.,The service provider must document and implement a training plan concerning information security adapted to the service and personnel missions.,,,,,,,,,,,,
3.2.c,Le responsable de la sécurité des systèmes d'information du prestataire doit valider formellement le plan de formation concernant la sécurité de l'information.,The provider's information systems security manager must formally validate the information security training plan.,,,,,,,,,,,,
7.4.a,Le prestataire doit documenter et mettre en œuvre un processus disciplinaire applicable à l'ensemble des personnes impliquées dans la fourniture du service ayant enfreint la politique de sécurité.,The service provider must document and implement a disciplinary process applicable to all the people involved in the provision of the service having violated the security policy.,,,,,,,,,,,,
7.4.b,"Le prestataire doit, sur demande d'un commanditaire, lui rendre accessible les sanctions encourues en cas d'infraction à la politique de sécurité.","The provider must, at the request of a sponsor, make him accessible the sanctions incurred in the event of an offense to the security policy.",,,,,,,,,,,,
7.5.a,"Le prestataire doit définir et attribuer les rôles et les responsabilités relatives à la rupture, au terme ou à la modification de tout contrat avec une personne impliquée dans la fourniture du service. Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page","The service provider must define and allocate the roles and responsibilities relating to the termination, at the end or the modification of any contract with a person involved in the provision of the service. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",,,,,,,,,,,,
8.1.a,"Le prestataire doit tenir à jour l'inventaire de l'ensemble des équipements mettant en œuvre le service. Cet inventaire doit préciser pour chaque équipement : - les informations d'identification de l'équipement (noms, adresses IP, adresses MAC, etc.) ; - la fonction de l'équipement ; - le modèle de l'équipement ; - la localisation de l'équipement ; - le propriétaire de l'équipement ; - le besoin de sécurité des informations (au sens du chapitre 8.3).","The service provider must keep up to date the inventory of all the equipment implementing the service. This inventory must specify for each equipment: - equipment identification information (names, IP addresses, Mac addresses, etc.); - the function of the equipment; - the equipment model; - the location of the equipment; - the owner of the equipment; - The need for information security (within the meaning of chapter 8.3).",,,,,,,,,,,,
8.1.b,"Le prestataire doit tenir à jour l'inventaire de l'ensemble des logiciels mettant en œuvre le service. Cet inventaire doit identifier pour chaque logiciel, sa version et les équipements sur lesquels le logiciel est installé.","The provider must keep up to date the inventory of all the software implementing the service. This inventory must identify for each software, its version and the equipment on which the software is installed.",,,,,,,,,,,,
8.1.c,Le prestataire doit s'assurer de la validité des licences des logiciels tout au long de la prestation.,The service provider must ensure the validity of software licenses throughout the service.,,,,,,,,,,,,
8.2.a,Le prestataire doit documenter et mettre en œuvre une procédure de restitution des actifs permettant de s'assurer que chaque personne impliquée dans la fourniture du service restitue l'ensemble des actifs en sa possession à la fin de sa période d'emploi ou de son contrat.,The service provider must document and implement a procedure for restoring assets making it possible to ensure that each person involved in the provision of the service restores all the assets in their possession at the end of their period of employment or its contract.,,,,,,,,,,,,
8.3.a,Le prestataire doit identifier les différents besoins de sécurité des informations relatives au service.,The service provider must identify the different security needs of information relating to the service.,,,,,,,,,,,,
8.3.b,"Lorsque le commanditaire confie au prestataire des données soumises à des contraintes légales, réglementaires ou sectorielles spécifiques, le prestataire doit identifier les besoins de sécurité spécifiques associés à ces contraintes.","When the sponsor entrusts the service provider with data subject to specific legal, regulatory or sectoral constraints, the service provider must identify the specific security needs associated with these constraints.",,,,,,,,,,,,
8.4.a,"Il est recommandé que le prestataire documente et mette en œuvre une procédure pour le marquage et la manipulation de toutes les informations participant à la délivrance du service, conformément à son besoin de sécurité défini au chapitre 8.3.","It is recommended that the service provider document and implement a procedure for the marking and handling of all the information participating in the delivery of the service, in accordance with its need for security defined in chapter 8.3.",,,,,,,,,,,,
8.5.a,"Le prestataire doit documenter et mettre en œuvre une procédure pour la gestion des supports amovibles, conformément au besoin de sécurité défini au chapitre 8.3. Lorsque des supports amovibles sont utilisés sur l'infrastructure technique ou pour des tâches d'administration, ces supports doivent être dédiés à un usage. Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page","The service provider must document and implement a procedure for the management of removable media, in accordance with the need for security defined in chapter 8.3. When removable supports are used on technical infrastructure or for administration tasks, these supports must be dedicated to use. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",,,,,,,,,,,,
9.1.a,Le prestataire doit documenter et mettre en œuvre une politique de contrôle d'accès sur la base du résultat de son appréciation des risques et du partage des responsabilités.,The service provider must document and implement an access control policy on the basis of the result of its risk assessment and the sharing of responsibilities.,,,,,,,,,,,,
9.1.b,Le prestataire doit réviser annuellement la politique de contrôle d'accès et à chaque changement majeur pouvant avoir un impact sur le service.,The service provider must revise the access control policy annually and to each major change that may have an impact on the service.,,,,,,,,,,,,
9.2.a,Le prestataire doit documenter et mettre en œuvre une procédure d'enregistrement et de désinscription des utilisateurs s'appuyant sur une interface de gestion des comptes et des droits d'accès. Cette procédure doit indiquer quelles données doivent être supprimées au départ d'un utilisateur.,The service provider must document and implement a registration and unsubscription procedure for users based on a management and access rights interface. This procedure must indicate which data should be deleted at the start of a user.,,,,,,,,,,,,
9.2.b,Le prestataire doit attribuer des comptes nominatifs lors de l'enregistrement des utilisateurs placés sous sa responsabilité.,The service provider must assign personal accounts when registering the users placed under his responsibility.,,,,,,,,,,,,
9.2.c,"Le prestataire doit mettre en œuvre des moyens permettant de s'assurer que la désinscription d'un utilisateur entraîne la suppression de tous ses accès aux ressources du système d'information du service, ainsi que la suppression de ses données conformément à la procédure d'enregistrement et de désinscription (voir exigence 9.2 a)).","The service provider must implement means to ensure that the unsubscription of a user results in the deletion of all his access to the resources of the service system, as well as the deletion of his data in accordance with the registration and unsubscription procedure (see requirement 9.2 a)).",,,,,,,,,,,,
9.3.a,"Le prestataire doit documenter et mettre en œuvre une procédure permettant d'assurer l'attribution, la modification et le retrait de droits d'accès aux ressources du système d'information du service.","The service provider must document and implement a procedure to ensure the allocation, modification and withdrawal of access rights to the resources of the service system.",,,,,,,,,,,,
9.3.b,"Le prestataire doit mettre à la disposition de ses commanditaires les outils et les moyens qui permettent une différenciation des rôles des utilisateurs du service, par exemple suivant leur rôle fonctionnel.","The service provider must make available to its sponsors the tools and means which allow a differentiation of the roles of service users, for example according to their functional role.",,,,,,,,,,,,
9.3.c,Le prestataire doit tenir à jour l'inventaire des utilisateurs sous sa responsabilité disposant de droits d'administration sur les ressources du système d'information du service.,The service provider must keep the inventory of users up to date under its responsibility with administration rights on the resources of the service information system.,,,,,,,,,,,,
9.3.d,"Le prestataire doit être en mesure de fournir, pour une ressource donnée mettant en œuvre le service, la liste de tous les utilisateurs y ayant accès, qu'ils soient sous la responsabilité du prestataire ou du commanditaire ainsi que les droits d'accès qui leurs ont été attribués.","The service provider must be able to provide, for a given resource implementing the service, the list of all users having access to it, whether they are under the responsibility of the service provider or the sponsor as well as the access rights which have been allocated to them.",,,,,,,,,,,,
9.3.e,"Le prestataire doit être en mesure de fournir, pour un utilisateur donné, qu'ils soient sous la responsabilité du prestataire ou du commanditaire, la liste de tous ses droits d'accès sur les différents éléments du système d'information du service.","The service provider must be able to provide, for a given user, whether they are under the responsibility of the service provider or the sponsor, the list of all its access rights on the various elements of the service system system.",,,,,,,,,,,,
9.3.f,"Le prestataire doit définir une liste de droits d'accès incompatibles entre eux. Il doit s'assurer, lors de l'attribution de droits d'accès à un utilisateur qu'il ne possède pas de droits d'accès incompatibles entre eux au titre de la liste précédemment établie. Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page","The service provider must define a list of access rights incompatible with each other. It must ensure, when awarding the access rights to a user that he does not have incompatible access rights between them under the previously established list. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",,,,,,,,,,,,
3.2.g,Le prestataire doit inclure dans la procédure de gestion des droits d'accès les actions de révocation ou de suspension des droits de tout utilisateur.,The service provider must include in the procedure for the management of access rights the actions of revocation or suspension of the rights of any user.,,,,,,,,,,,,
9.4.a,Le prestataire doit réviser annuellement les droits d'accès des utilisateurs sur son périmètre de responsabilité.,The service provider must revise users' access rights annually to its perimeter of responsibility.,,,,,,,,,,,,
9.4.b,Le prestataire doit mettre à disposition du commanditaire un outil facilitant la revue des droits d'accès des utilisateurs placés sous la responsabilité de ce dernier.,The service provider must make available to the sponsor a tool facilitating the review of the access rights of the users placed under the responsibility of the latter.,,,,,,,,,,,,
9.4.c,Le prestataire doit réviser trimestriellement la liste des utilisateurs sur son périmètre de responsabilité pouvant utiliser les comptes techniques mentionnés dans l'exigence 9.2 b).,The service provider must quarterly revise the list of users on its perimeter of liability that can use the technical accounts mentioned in the 9.2 b requirement).,,,,,,,,,,,,
9.5.a,"Le prestataire doit formaliser et mettre en œuvre des procédures de gestion de l'authentification des utilisateurs. En accord avec les exigences du chapitre 10, celles-ci doivent notamment porter sur : - la gestion des moyens d'authentification (émission et réinitialisation de mot de passe, mise à jour des CRL et import des certificats racines en cas d'utilisation de certificats, etc.). - la mise en place des moyens permettant une authentification à multiples facteurs afin de répondre aux différents cas d'usage du référentiel. - les systèmes qui génèrent des mots de passe ou vérifient leur robustesse, lorsqu'une authentification par mot de passe est utilisée. Ils doivent suivre les recommandations de [G_AUTH].","The service provider must formalize and implement user authentication management procedures. In accordance with the requirements of Chapter 10, these must in particular relate to: - Management of authentication means (emission and reset password, update of CRL and import of root certificates in the event of the use of certificates, etc.). - The implementation of means allowing multiple factors authentication in order to respond to the different cases of use of the repository. - Systems that generate passwords or check their robustness, when password authentication is used. They must follow the recommendations of [G_AUTH].",,,,,,,,,,,,
9.5.b,Tout mécanisme d'authentification doit prévoir le blocage d'un compte après un nombre limité de tentatives infructueuses.,Any authentication mechanism must provide for the blocking of an account after a limited number of unsuccessful attempts.,,,,,,,,,,,,
9.5.c,"Dans le cadre d'un service SaaS, le prestataire doit proposer à ses commanditaires des moyens d'authentification à multiples facteurs pour l'accès des utilisateurs finaux.","As part of a SaaS service, the service provider must offer its sponsors of authentication means with multiple factors for access to end users.",,,,,,,,,,,,
9.5.d,"Lorsque des comptes techniques, non nominatifs, sont nécessaires, le prestataire doit mettre en place des mesures obligeant les utilisateurs à s'authentifier avec leur compte nominatif avant de pouvoir accéder à ces comptes techniques.","When technical accounts, non -nominative, are necessary, the service provider must put in place measures obliging users to authenticate themselves with their nominative account before they can access these technical accounts.",,,,,,,,,,,,
9.6.a,Les comptes d'administration sous la responsabilité du prestataire doivent être gérés à l'aide d'outils et d'annuaires distincts de ceux utilisés pour la gestion des comptes utilisateurs placés sous la responsabilité du commanditaire.,Administration accounts under the responsibility of the service provider must be managed using tools and directories separate from those used for the management of user accounts placed under the responsibility of the sponsor.,,,,,,,,,,,,
9.6.b,Les interfaces d'administration mises à disposition des commanditaires doivent être distinctes des interfaces d'administration utilisées par le prestataire.,The administration interfaces made available to sponsors must be separate from the administration interfaces used by the service provider.,,,,,,,,,,,,
9.6.c,Les interfaces d'administration mises à disposition des commanditaires ne doivent permettre aucune connexion avec des comptes d'administrateurs sous la responsabilité du prestataire.,The administration interfaces made available to sponsors should not allow any connection with accounts of directors under the responsibility of the service provider.,,,,,,,,,,,,
9.6.d,Les interfaces d'administration utilisées par le prestataire ne doivent pas être accessibles à partir d'un réseau public et ainsi ne doivent permettre aucune connexion des utilisateurs sous la responsabilité du commanditaire.,The administration interfaces used by the service provider must not be accessible from a public network and thus should not allow any connection of users under the responsibility of the sponsor.,,,,,,,,,,,,
9.6.e,"Si des interfaces d'administration sont mises à disposition des commanditaires avec un accès via un réseau public, les flux d'administration doivent être authentifiés et chiffrés avec des moyens en accord avec les exigences du chapitre 10.2.","If administration interfaces are made available to sponsors with access via a public network, administration flows must be authenticated and encrypted with means in accordance with the requirements of Chapter 10.2.",,,,,,,,,,,,
9.6.f,Le prestataire doit mettre en place un système d'authentification multifacteur fort pour l'accès : Prestataires de services d'informatique en nuage (SecNumCloud) - référentiel d'exigences Version Date Critère de diffusion Page - aux interfaces d'administration utilisées par le prestataire ,The service provider must implement a strong multi-factor authentication system for access to: Cloud computing service providers (SecNumCloud) - requirements framework Version Date Distribution criteria Page - to the administration interfaces used by the service provider,The service provider must set up a strong multifactor authentication system for access: cloud service providers in clouds (SECNUMCLOUD) - DEATIONS DEATIONS REQUIREMENTS DEFUSION CRITERIE PAGE - AT THE ADMINISTRATION INSTRUCTIONS used by the service provider, - Administration interfaces dedicated to sponsors.,,,,,,,,,,
3.2.g,"Dans le cadre d'un service SaaS, les interfaces d'administration mises à disposition des commanditaires doivent être différenciées des interfaces permettant l'accès des utilisateurs finaux.","As part of a SaaS service, the administration interfaces made available to sponsors must be differentiated from the interfaces allowing access to end users.",,,,,,,,,,,,
3.2.h,"Dès lors qu'une interface d'administration est accessible depuis un réseau public, le processus d'authentification doit avoir lieu avant toute interaction entre l'utilisateur et l'interface en question.","As soon as an administration interface is accessible from a public network, the authentication process must take place before any interaction between the user and the interface in question.",,,,,,,,,,,,
3.2.i,"Lorsque le prestataire utilise un service de type IaaS comme socle d'un autre type de service (CaaS, PaaS ou SaaS), les ressources affectées à l'usage du prestataire ne doivent en aucun cas être accessibles via l'interface publique mise à disposition des autres commanditaires du service IaaS.","When the service provider uses an IAAS type service as a base of another type of service (CAAS, PAAS or SaaS), the resources assigned to the use of the provider must in no case be accessible via the public interface made available to other sponsors of the IAAS service.",,,,,,,,,,,,
3.2.j,"Lorsque le prestataire utilise un service de type CaaS comme socle d'un autre type de service (PaaS ou SaaS), les ressources affectées à l'usage du prestataire ne doivent en aucun cas être accessibles via l'interface publique mise à disposition des autres commanditaires du service CaaS.","When the service provider uses a CAAS type service as a base of another type of service (PAAS or SaaS), the resources assigned to the use of the provider must in no case be accessible via the public interface made available to other sponsors of the CAAS service.",,,,,,,,,,,,
