anchor_id,anchor_text,target_id,target_text,source,target
CCF 8,"Cybersecurity Legal and Regulatory Requirements: Legal and regulatory requirements regarding cybersecurity, including privacy and civil liberties obligations, are documented and maintained by Systems legal department on an annual basis.",inq-01,LEGAL ASSESSMENT OF INVESTIGATIVE INQUIRIES: Investigative inquiries are assessed before determining further steps to be taken.,Cisco,BSI C5
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",bcm-03,"Planning business continuity: Based on the business impact analysis, a single framework for operational continuity and business plan planning will be implemented, documented and enforced to ensure that all plans are consistent. Planning is based on established standards, which are documented in a ""Statement of Applicability"". Business continuity plans and contingency plans take the following aspects into account: . Defined purpose and scope with consideration of the relevant dependencies; . Accessibility and comprehensibility of the plans for persons who are to act accordingly; . Ownership by at least one designated person responsible for review, updating and approval; . Defined communication channels, roles and responsibilities including notification of the customer; . Recovery procedures, manual interim solutions and reference information (taking into account prioritisation in the recovery of cloud infrastructure components and services and alignment with customers); . Methods for putting the plans into effect; . Continuous process improvement; and . Interfaces to Security Incident Management.",Cisco,BSI C5
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",bcm-02,"Business impact analysis policies and instructions: Policies and instructions to determine the impact of any malfunction to the cloud service or enterprise are documented, communicated and made available in accordance with SP-01. The following aspects are considered as minimum: . Possible scenarios based on a risk analysis; . Identification of critical products and services; . Identify dependencies, including processes (including resources required), applications, business partners and third parties; . Capture threats to critical products and services; . Identification of effects resulting from planned and unplanned malfunctions and changes over time; . Determination of the maximum acceptable duration of malfunctions; . Identification of restoration priorities; . Determination of time targets for the resumption of critical products and services within the maximum acceptable time period (RTO); . Determination of time targets for the maximum reasonable period during which data can be lost and not recovered (RPO); and . Estimation of the resources needed for resumption.",Cisco,BSI C5
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",ops-08,"Data Backup and Recovery - Regular Testing: Restore procedures are tested regularly, at least annually. The tests allow an assessment to be made as to whether the contractual agreements as well as the specifications for the maximum tolerable downtime (Recovery Time Objective, RTO) and the maximum permissible data loss (Recovery Point Objective, RPO) are adhered to (cf. BCM-02). Deviations from the specifications are reported to the responsible personnel or system components so that these can promptly assess the deviations and initiate the necessary actions. At the customer´s request, the Cloud Service Provider inform the cloud customer of the results of the recovery tests. Recovery tests are embedded in the Cloud Service Provider´s emergency management.",Cisco,BSI C5
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",ps-01,"PHYSICAL SECURITY PERIMETERS: The buildings and premises related to the cloud service provided are divided into zones by security perimeters, depending on the level on information security risk associated to the activities performed and assets stored in these buildings and premises.",Cisco,BSI C5
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",bcm-01,Top management responsibility: The top management (or a member of the top management) of the Cloud Service Provider is named as the process owner of business continuity and emergency management and is responsible for establishing the process within the company as well as ensuring compliance with the guidelines. They must ensure that sufficient resources are made available for an effective process. People in management and other relevant leadership positions demonstrate leadership and commitment to this issue by encouraging employees to actively contribute to the effectiveness of continuity and emergency management.,Cisco,BSI C5
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",bcm-04,"Verification, updating and testing of the business continuity: The business impact analysis, business continuity plans and contingency plans are reviewed, updated and tested on a regular basis (at least annually) or after significant organisational or environmental changes. Tests involve affected customers (tenants) and relevant third parties. The tests are documented and results are taken into account for future operational continuity measures. In addition to the tests, exercises are also carried out which, among other things, have resulted in scenarios from security incidents that have already occurred in the past.",Cisco,BSI C5
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",ops-06,DATA BACKUP AND RECOVERY – POLICIES: Policies define how measure for data backups and recovery that guarantee the availability of data while protecting its confidentiality and integrity.,Cisco,BSI C5
CCF 11,"Legal & Regulatory Requirements for Continuity: [The Organization] maintains and documents a process to identify, have access to, and assess applicable legal and regulatory requirements relating to the continuity of its products and services, activities and resources. Such legal and regulatory requirements are reviewed at least annually to ensure the continuity of its products and services, activities and resources. Revision histories and review periods are defined within the documents themselves and Systems Policy Governance Policy.",bcm-03,"Planning business continuity: Based on the business impact analysis, a single framework for operational continuity and business plan planning will be implemented, documented and enforced to ensure that all plans are consistent. Planning is based on established standards, which are documented in a ""Statement of Applicability"". Business continuity plans and contingency plans take the following aspects into account: . Defined purpose and scope with consideration of the relevant dependencies; . Accessibility and comprehensibility of the plans for persons who are to act accordingly; . Ownership by at least one designated person responsible for review, updating and approval; . Defined communication channels, roles and responsibilities including notification of the customer; . Recovery procedures, manual interim solutions and reference information (taking into account prioritisation in the recovery of cloud infrastructure components and services and alignment with customers); . Methods for putting the plans into effect; . Continuous process improvement; and . Interfaces to Security Incident Management.",Cisco,BSI C5
CCF 11,"Legal & Regulatory Requirements for Continuity: [The Organization] maintains and documents a process to identify, have access to, and assess applicable legal and regulatory requirements relating to the continuity of its products and services, activities and resources. Such legal and regulatory requirements are reviewed at least annually to ensure the continuity of its products and services, activities and resources. Revision histories and review periods are defined within the documents themselves and Systems Policy Governance Policy.",bcm-02,"Business impact analysis policies and instructions: Policies and instructions to determine the impact of any malfunction to the cloud service or enterprise are documented, communicated and made available in accordance with SP-01. The following aspects are considered as minimum: . Possible scenarios based on a risk analysis; . Identification of critical products and services; . Identify dependencies, including processes (including resources required), applications, business partners and third parties; . Capture threats to critical products and services; . Identification of effects resulting from planned and unplanned malfunctions and changes over time; . Determination of the maximum acceptable duration of malfunctions; . Identification of restoration priorities; . Determination of time targets for the resumption of critical products and services within the maximum acceptable time period (RTO); . Determination of time targets for the maximum reasonable period during which data can be lost and not recovered (RPO); and . Estimation of the resources needed for resumption.",Cisco,BSI C5
CCF 11,"Legal & Regulatory Requirements for Continuity: [The Organization] maintains and documents a process to identify, have access to, and assess applicable legal and regulatory requirements relating to the continuity of its products and services, activities and resources. Such legal and regulatory requirements are reviewed at least annually to ensure the continuity of its products and services, activities and resources. Revision histories and review periods are defined within the documents themselves and Systems Policy Governance Policy.",bcm-01,Top management responsibility: The top management (or a member of the top management) of the Cloud Service Provider is named as the process owner of business continuity and emergency management and is responsible for establishing the process within the company as well as ensuring compliance with the guidelines. They must ensure that sufficient resources are made available for an effective process. People in management and other relevant leadership positions demonstrate leadership and commitment to this issue by encouraging employees to actively contribute to the effectiveness of continuity and emergency management.,Cisco,BSI C5
CCF 11,"Legal & Regulatory Requirements for Continuity: [The Organization] maintains and documents a process to identify, have access to, and assess applicable legal and regulatory requirements relating to the continuity of its products and services, activities and resources. Such legal and regulatory requirements are reviewed at least annually to ensure the continuity of its products and services, activities and resources. Revision histories and review periods are defined within the documents themselves and Systems Policy Governance Policy.",bcm-04,"Verification, updating and testing of the business continuity: The business impact analysis, business continuity plans and contingency plans are reviewed, updated and tested on a regular basis (at least annually) or after significant organisational or environmental changes. Tests involve affected customers (tenants) and relevant third parties. The tests are documented and results are taken into account for future operational continuity measures. In addition to the tests, exercises are also carried out which, among other things, have resulted in scenarios from security incidents that have already occurred in the past.",Cisco,BSI C5
CCF 11,"Legal & Regulatory Requirements for Continuity: [The Organization] maintains and documents a process to identify, have access to, and assess applicable legal and regulatory requirements relating to the continuity of its products and services, activities and resources. Such legal and regulatory requirements are reviewed at least annually to ensure the continuity of its products and services, activities and resources. Revision histories and review periods are defined within the documents themselves and Systems Policy Governance Policy.",com-01,"Identification of applicable legal, regulatory, self-imposed or contractual requirements: The legal, regulatory, self-imposed and contractual requirements relevant to the information security of the cloud service as well as the Cloud Service Provider´s procedures for complying with these requirements are explicitly defined and documented.",Cisco,BSI C5
CCF 12,"Business Impact Assessment: Business impact assessment (BIA) or continuity specific risk assessment are performed at least annually and when significant changes within [The Organization] occur. Results of the assessments are used to establish the scope of the continuity plan, determine business continuity priorities, and the recovery strategies.",bcm-03,"Planning business continuity: Based on the business impact analysis, a single framework for operational continuity and business plan planning will be implemented, documented and enforced to ensure that all plans are consistent. Planning is based on established standards, which are documented in a ""Statement of Applicability"". Business continuity plans and contingency plans take the following aspects into account: . Defined purpose and scope with consideration of the relevant dependencies; . Accessibility and comprehensibility of the plans for persons who are to act accordingly; . Ownership by at least one designated person responsible for review, updating and approval; . Defined communication channels, roles and responsibilities including notification of the customer; . Recovery procedures, manual interim solutions and reference information (taking into account prioritisation in the recovery of cloud infrastructure components and services and alignment with customers); . Methods for putting the plans into effect; . Continuous process improvement; and . Interfaces to Security Incident Management.",Cisco,BSI C5
CCF 12,"Business Impact Assessment: Business impact assessment (BIA) or continuity specific risk assessment are performed at least annually and when significant changes within [The Organization] occur. Results of the assessments are used to establish the scope of the continuity plan, determine business continuity priorities, and the recovery strategies.",bcm-02,"Business impact analysis policies and instructions: Policies and instructions to determine the impact of any malfunction to the cloud service or enterprise are documented, communicated and made available in accordance with SP-01. The following aspects are considered as minimum: . Possible scenarios based on a risk analysis; . Identification of critical products and services; . Identify dependencies, including processes (including resources required), applications, business partners and third parties; . Capture threats to critical products and services; . Identification of effects resulting from planned and unplanned malfunctions and changes over time; . Determination of the maximum acceptable duration of malfunctions; . Identification of restoration priorities; . Determination of time targets for the resumption of critical products and services within the maximum acceptable time period (RTO); . Determination of time targets for the maximum reasonable period during which data can be lost and not recovered (RPO); and . Estimation of the resources needed for resumption.",Cisco,BSI C5
CCF 12,"Business Impact Assessment: Business impact assessment (BIA) or continuity specific risk assessment are performed at least annually and when significant changes within [The Organization] occur. Results of the assessments are used to establish the scope of the continuity plan, determine business continuity priorities, and the recovery strategies.",ops-08,"Data Backup and Recovery - Regular Testing: Restore procedures are tested regularly, at least annually. The tests allow an assessment to be made as to whether the contractual agreements as well as the specifications for the maximum tolerable downtime (Recovery Time Objective, RTO) and the maximum permissible data loss (Recovery Point Objective, RPO) are adhered to (cf. BCM-02). Deviations from the specifications are reported to the responsible personnel or system components so that these can promptly assess the deviations and initiate the necessary actions. At the customer´s request, the Cloud Service Provider inform the cloud customer of the results of the recovery tests. Recovery tests are embedded in the Cloud Service Provider´s emergency management.",Cisco,BSI C5
CCF 12,"Business Impact Assessment: Business impact assessment (BIA) or continuity specific risk assessment are performed at least annually and when significant changes within [The Organization] occur. Results of the assessments are used to establish the scope of the continuity plan, determine business continuity priorities, and the recovery strategies.",sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",Cisco,BSI C5
CCF 12,"Business Impact Assessment: Business impact assessment (BIA) or continuity specific risk assessment are performed at least annually and when significant changes within [The Organization] occur. Results of the assessments are used to establish the scope of the continuity plan, determine business continuity priorities, and the recovery strategies.",ps-01,"PHYSICAL SECURITY PERIMETERS: The buildings and premises related to the cloud service provided are divided into zones by security perimeters, depending on the level on information security risk associated to the activities performed and assets stored in these buildings and premises.",Cisco,BSI C5
CCF 12,"Business Impact Assessment: Business impact assessment (BIA) or continuity specific risk assessment are performed at least annually and when significant changes within [The Organization] occur. Results of the assessments are used to establish the scope of the continuity plan, determine business continuity priorities, and the recovery strategies.",bcm-01,Top management responsibility: The top management (or a member of the top management) of the Cloud Service Provider is named as the process owner of business continuity and emergency management and is responsible for establishing the process within the company as well as ensuring compliance with the guidelines. They must ensure that sufficient resources are made available for an effective process. People in management and other relevant leadership positions demonstrate leadership and commitment to this issue by encouraging employees to actively contribute to the effectiveness of continuity and emergency management.,Cisco,BSI C5
CCF 12,"Business Impact Assessment: Business impact assessment (BIA) or continuity specific risk assessment are performed at least annually and when significant changes within [The Organization] occur. Results of the assessments are used to establish the scope of the continuity plan, determine business continuity priorities, and the recovery strategies.",bcm-04,"Verification, updating and testing of the business continuity: The business impact analysis, business continuity plans and contingency plans are reviewed, updated and tested on a regular basis (at least annually) or after significant organisational or environmental changes. Tests involve affected customers (tenants) and relevant third parties. The tests are documented and results are taken into account for future operational continuity measures. In addition to the tests, exercises are also carried out which, among other things, have resulted in scenarios from security incidents that have already occurred in the past.",Cisco,BSI C5
CCF 16,"Service Storage and Processing: [The Organization] evaluates the data localization laws and requests from EU. If requested, Systems [The Organization] that store and process EU Data reside within the EU.",ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",Cisco,BSI C5
CCF 16,"Service Storage and Processing: [The Organization] evaluates the data localization laws and requests from EU. If requested, Systems [The Organization] that store and process EU Data reside within the EU.",ops-11,LOGGING AND MONITORING – DERIVED DATA MANAGEMENT: Policies are defined to govern the management of derived data by the CSP.,Cisco,BSI C5
CCF 19,Multi-Location Strategy: A multi-location or region strategy for production environments is employed to permit the resumption of operations at other [The Organization] facilities in the event of the loss of a facility.,ops-09,DATA BACKUP AND RECOVERY – STORAGE: Backup data is stored at an appropriately remote location.,Cisco,BSI C5
CCF 19,Multi-Location Strategy: A multi-location or region strategy for production environments is employed to permit the resumption of operations at other [The Organization] facilities in the event of the loss of a facility.,ps-02,"Redundancy model: The cloud service is provided from two locations that are redundant to each other. The locations meet the security requirements of the Cloud Service Provider (cf. PS-01 Security Concept) and are located in an adequate distance to each other to achieve operational redundancy. Operational redundancy is designed in a way that ensures that the availability requirements specified in the service level agreement are met. The functionality of the redundancy is checked at least annually by suitable tests and exercises (cf. BCM-04 - Verification, updating and testing of business continuity). The cloud service is provided from more than two locations that provide each other with redundancy. The locations are sufficiently far apart to achieve georedundancy. If two locations fail at the same time, at least one third location is still available to prevent a total service failure. The georedundancy is designed in a way that ensures that the availability requirements specified in the service level agreement are met. The functionality of the redundancy is checked at least annually by suitable tests and exercises (cf. BCM-04 - Verification, updating and testing of business continuity).",Cisco,BSI C5
CCF 19,Multi-Location Strategy: A multi-location or region strategy for production environments is employed to permit the resumption of operations at other [The Organization] facilities in the event of the loss of a facility.,ops-07,DATA BACKUP AND RECOVERY – MONITORING: The proper execution of data backups is monitored.,Cisco,BSI C5
CCF 19,Multi-Location Strategy: A multi-location or region strategy for production environments is employed to permit the resumption of operations at other [The Organization] facilities in the event of the loss of a facility.,ops-06,DATA BACKUP AND RECOVERY – POLICIES: Policies define how measure for data backups and recovery that guarantee the availability of data while protecting its confidentiality and integrity.,Cisco,BSI C5
CCF 22,"Customer Data Backup: At least annually, full backups are configured for data stores housing sensitive customer data and personal information. Repeated Failed backups are investigated and resolved. Backups are periodically restored to validate the integrity of the backup. Details of the restoration test are logged and included over who performed the test, a description, and restored backup, as well as an integrity check of the restored backup.",ops-08,"Data Backup and Recovery - Regular Testing: Restore procedures are tested regularly, at least annually. The tests allow an assessment to be made as to whether the contractual agreements as well as the specifications for the maximum tolerable downtime (Recovery Time Objective, RTO) and the maximum permissible data loss (Recovery Point Objective, RPO) are adhered to (cf. BCM-02). Deviations from the specifications are reported to the responsible personnel or system components so that these can promptly assess the deviations and initiate the necessary actions. At the customer´s request, the Cloud Service Provider inform the cloud customer of the results of the recovery tests. Recovery tests are embedded in the Cloud Service Provider´s emergency management.",Cisco,BSI C5
CCF 22,"Customer Data Backup: At least annually, full backups are configured for data stores housing sensitive customer data and personal information. Repeated Failed backups are investigated and resolved. Backups are periodically restored to validate the integrity of the backup. Details of the restoration test are logged and included over who performed the test, a description, and restored backup, as well as an integrity check of the restored backup.",pi-02,CONTRACTUAL AGREEMENTS FOR THE PROVISION OF DATA: Contractual agreements define adequate information with regard to the migration of data following the termination of the contractual relationship.,Cisco,BSI C5
CCF 22,"Customer Data Backup: At least annually, full backups are configured for data stores housing sensitive customer data and personal information. Repeated Failed backups are investigated and resolved. Backups are periodically restored to validate the integrity of the backup. Details of the restoration test are logged and included over who performed the test, a description, and restored backup, as well as an integrity check of the restored backup.",ops-07,DATA BACKUP AND RECOVERY – MONITORING: The proper execution of data backups is monitored.,Cisco,BSI C5
CCF 22,"Customer Data Backup: At least annually, full backups are configured for data stores housing sensitive customer data and personal information. Repeated Failed backups are investigated and resolved. Backups are periodically restored to validate the integrity of the backup. Details of the restoration test are logged and included over who performed the test, a description, and restored backup, as well as an integrity check of the restored backup.",ops-06,DATA BACKUP AND RECOVERY – POLICIES: Policies define how measure for data backups and recovery that guarantee the availability of data while protecting its confidentiality and integrity.,Cisco,BSI C5
CCF 23,Customer Data Replication: Databases are replicated to a secondary data base or data center. Alerts are configured to notify administrators if replication fails.,ops-09,DATA BACKUP AND RECOVERY – STORAGE: Backup data is stored at an appropriately remote location.,Cisco,BSI C5
CCF 23,Customer Data Replication: Databases are replicated to a secondary data base or data center. Alerts are configured to notify administrators if replication fails.,ps-02,"Redundancy model: The cloud service is provided from two locations that are redundant to each other. The locations meet the security requirements of the Cloud Service Provider (cf. PS-01 Security Concept) and are located in an adequate distance to each other to achieve operational redundancy. Operational redundancy is designed in a way that ensures that the availability requirements specified in the service level agreement are met. The functionality of the redundancy is checked at least annually by suitable tests and exercises (cf. BCM-04 - Verification, updating and testing of business continuity). The cloud service is provided from more than two locations that provide each other with redundancy. The locations are sufficiently far apart to achieve georedundancy. If two locations fail at the same time, at least one third location is still available to prevent a total service failure. The georedundancy is designed in a way that ensures that the availability requirements specified in the service level agreement are met. The functionality of the redundancy is checked at least annually by suitable tests and exercises (cf. BCM-04 - Verification, updating and testing of business continuity).",Cisco,BSI C5
CCF 23,Customer Data Replication: Databases are replicated to a secondary data base or data center. Alerts are configured to notify administrators if replication fails.,ops-07,DATA BACKUP AND RECOVERY – MONITORING: The proper execution of data backups is monitored.,Cisco,BSI C5
CCF 23,Customer Data Replication: Databases are replicated to a secondary data base or data center. Alerts are configured to notify administrators if replication fails.,ops-06,DATA BACKUP AND RECOVERY – POLICIES: Policies define how measure for data backups and recovery that guarantee the availability of data while protecting its confidentiality and integrity.,Cisco,BSI C5
