anchor_id,anchor_text,target_id,target_text,source,target
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",idm-08,"Confidentiality of authentication information: The allocation of authentication information to access system components used to provide the cloud service to internal and external users of the cloud provider and system components that are involved in automated authorisation processes of the cloud provider is done in an orderly manner that ensures the confidentiality of the information. If passwords are used as authentication information, their confidentiality is ensured by the following procedures, as far as technically possible: . Users can initially create the password themselves or must change an initial password when logging on to the system component for the first time. An initial password loses its validity after a maximum of 14 days. . When creating passwords, compliance with the password specifications (cf. IDM-09) is enforced as far as technically possible. . The user is informed about changing or resetting the password. . The server-side storage takes place using cryptographically strong hash functions. Deviations are evaluated by means of a risk analysis and mitigating measures derived from this are implemented. The users sign a declaration in which they assure that they treat personal (or shared) authentication information confidentially and keep it exclusively for themselves (within the members of the group).",Fabasoft Metrics,BSI C5
PasswordPolicyComplianceEnforced,"PasswordPolicyComplianceEnforced: When creating a new password, it must be compliant with the password policy.",idm-09,"Authentication mechanisms: System components in the Cloud Service Provider´s area of responsibility that are used to provide the cloud service, authenticate users of the Cloud Service Provider´s internal and external employees as well as system components that are involved in the Cloud Service Provider´s automated authorisation processes. Access to the production environment requires two-factor or multi-factor authentication. Within the production environment, user authentication takes place through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security. If digitally signed certificates are used, administration is carried out in accordance with the Guideline for Key Management (cf. CRY-01). The password requirements are derived from a risk assessment and documented, communicated and provided in a password policy according to SP-01. Compliance with the requirements is enforced by the configuration of the system components, as far as technically possible. Access to the non-production environment requires two-factor or multi-factor authentication. Within the non-production environment, users are authenticated using passwords, digitally signed certificates, or procedures that provide at least an equivalent level of security.",Fabasoft Metrics,BSI C5
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",idm-08,"Confidentiality of authentication information: The allocation of authentication information to access system components used to provide the cloud service to internal and external users of the cloud provider and system components that are involved in automated authorisation processes of the cloud provider is done in an orderly manner that ensures the confidentiality of the information. If passwords are used as authentication information, their confidentiality is ensured by the following procedures, as far as technically possible: . Users can initially create the password themselves or must change an initial password when logging on to the system component for the first time. An initial password loses its validity after a maximum of 14 days. . When creating passwords, compliance with the password specifications (cf. IDM-09) is enforced as far as technically possible. . The user is informed about changing or resetting the password. . The server-side storage takes place using cryptographically strong hash functions. Deviations are evaluated by means of a risk analysis and mitigating measures derived from this are implemented. The users sign a declaration in which they assure that they treat personal (or shared) authentication information confidentially and keep it exclusively for themselves (within the members of the group).",Fabasoft Metrics,BSI C5
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",idm-09,"Authentication mechanisms: System components in the Cloud Service Provider´s area of responsibility that are used to provide the cloud service, authenticate users of the Cloud Service Provider´s internal and external employees as well as system components that are involved in the Cloud Service Provider´s automated authorisation processes. Access to the production environment requires two-factor or multi-factor authentication. Within the production environment, user authentication takes place through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security. If digitally signed certificates are used, administration is carried out in accordance with the Guideline for Key Management (cf. CRY-01). The password requirements are derived from a risk assessment and documented, communicated and provided in a password policy according to SP-01. Compliance with the requirements is enforced by the configuration of the system components, as far as technically possible. Access to the non-production environment requires two-factor or multi-factor authentication. Within the non-production environment, users are authenticated using passwords, digitally signed certificates, or procedures that provide at least an equivalent level of security.",Fabasoft Metrics,BSI C5
MFAEnabled,"MFAEnabled: Checks, if multi-factor authentication is enabled and at least 2FA.",idm-09,"Authentication mechanisms: System components in the Cloud Service Provider´s area of responsibility that are used to provide the cloud service, authenticate users of the Cloud Service Provider´s internal and external employees as well as system components that are involved in the Cloud Service Provider´s automated authorisation processes. Access to the production environment requires two-factor or multi-factor authentication. Within the production environment, user authentication takes place through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security. If digitally signed certificates are used, administration is carried out in accordance with the Guideline for Key Management (cf. CRY-01). The password requirements are derived from a risk assessment and documented, communicated and provided in a password policy according to SP-01. Compliance with the requirements is enforced by the configuration of the system components, as far as technically possible. Access to the non-production environment requires two-factor or multi-factor authentication. Within the non-production environment, users are authenticated using passwords, digitally signed certificates, or procedures that provide at least an equivalent level of security.",Fabasoft Metrics,BSI C5
SecureAuthenticationMethodsEnabled,"SecureAuthenticationMethodsEnabled: Checks, if secure authentication methods are enabeld, e.g., password, certificates, MFA, …",idm-09,"Authentication mechanisms: System components in the Cloud Service Provider´s area of responsibility that are used to provide the cloud service, authenticate users of the Cloud Service Provider´s internal and external employees as well as system components that are involved in the Cloud Service Provider´s automated authorisation processes. Access to the production environment requires two-factor or multi-factor authentication. Within the production environment, user authentication takes place through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security. If digitally signed certificates are used, administration is carried out in accordance with the Guideline for Key Management (cf. CRY-01). The password requirements are derived from a risk assessment and documented, communicated and provided in a password policy according to SP-01. Compliance with the requirements is enforced by the configuration of the system components, as far as technically possible. Access to the non-production environment requires two-factor or multi-factor authentication. Within the non-production environment, users are authenticated using passwords, digitally signed certificates, or procedures that provide at least an equivalent level of security.",Fabasoft Metrics,BSI C5
AnomalyDetectionEnabled,AnomalyDetectionEnabled,cos-01,"Technical safeguards: Based on the results of a risk analysis carried out according to OIS-06, the Cloud Service Provider has implemented technical safeguards which are suitable to promptly detect and respond to network-based attacks on the basis of irregular incoming or outgoing traffic patterns and/or Distributed Denial- of-Service (DDoS) attacks. Data from corresponding technical protection measures implemented is fed into a comprehensive SIEM (Security Information and Event Management) system, so that (counter) measures regarding correlating events can be initiated. The safeguards are documented, communicated and provided in accordance with SP-01. Technical measures ensure that no unknown (physical or virtual) devices join the Cloud Service Provider´s (physical or virtual) network (e.g. MACSec according to IEEE 802.1X:2010).",Fabasoft Metrics,BSI C5
SessionManagementMechanism,SessionManagementMechanism,pss-06,"Session Management: To protect confidentiality, availability, integrity and authenticity during interactions with the cloud service, a suitable session management system is used that at least corresponds to the state-of-the-art and is protected against known attacks. Mechanisms are implemented that invalidate a session after it has been detected as inactive. The inactivity can be detected by time measurement. In this case, the time interval can be configured by the Cloud Service Provider or - if technically possible - by the cloud customer.",Fabasoft Metrics,BSI C5
SessionExpirationMechanism,SessionExpirationMechanism,pss-06,"Session Management: To protect confidentiality, availability, integrity and authenticity during interactions with the cloud service, a suitable session management system is used that at least corresponds to the state-of-the-art and is protected against known attacks. Mechanisms are implemented that invalidate a session after it has been detected as inactive. The inactivity can be detected by time measurement. In this case, the time interval can be configured by the Cloud Service Provider or - if technically possible - by the cloud customer.",Fabasoft Metrics,BSI C5
SessionTimeout,SessionTimeout,pss-06,"Session Management: To protect confidentiality, availability, integrity and authenticity during interactions with the cloud service, a suitable session management system is used that at least corresponds to the state-of-the-art and is protected against known attacks. Mechanisms are implemented that invalidate a session after it has been detected as inactive. The inactivity can be detected by time measurement. In this case, the time interval can be configured by the Cloud Service Provider or - if technically possible - by the cloud customer.",Fabasoft Metrics,BSI C5
TlsVersion,"TlsVersion: Checks that only secure TLS versions (e.g. TLS 1.2, TLS 1.3) are used.",cry-02,Encryption of data for transmission (transport encryption): The Cloud Service Provider has established procedures and technical measures for strong encryption and authentication for the transmission of data of cloud customers over public networks. The Cloud Service Provider has established procedures and technical measures for strong encryption and authentication for the transmission of all data.,Fabasoft Metrics,BSI C5
