anchor_id,anchor_text,target_id,target_text,source,target
OIS-03.3,The CSP shall maintain regular contact with its CAB and NCCA to stay informed about current threats and vulnerabilities,ois-05,"Contact with Relevant Government Agencies and Interest Groups: The Cloud Service Provider leverages relevant authorities and interest groups in order to stay informed about current threats and vulnerabilities. The information flows into the procedures for handling risks (cf. OIS-06) and vulnerabilities (cf. OPS-19). If the cloud service is used by public sector organisations in Germany, the Cloud Service Provider leverages contacts with the National IT Situation Centre and the CERT Association of the BSI.",NewEUCS (Filtered),BSI C5
OIS-04.1,"The CSP shall include information security in the project management of all projects that may affect the service, regardless of the nature of the project",ois-05,"Contact with Relevant Government Agencies and Interest Groups: The Cloud Service Provider leverages relevant authorities and interest groups in order to stay informed about current threats and vulnerabilities. The information flows into the procedures for handling risks (cf. OIS-06) and vulnerabilities (cf. OPS-19). If the cloud service is used by public sector organisations in Germany, the Cloud Service Provider leverages contacts with the National IT Situation Centre and the CERT Association of the BSI.",NewEUCS (Filtered),BSI C5
OIS-04.2,"The CSP shall perform a risk assessment according to RM-01 to assess and treat the risks on any project that may affect the provision of the cloud service, regardless of the nature of the project December 2020",ois-05,"Contact with Relevant Government Agencies and Interest Groups: The Cloud Service Provider leverages relevant authorities and interest groups in order to stay informed about current threats and vulnerabilities. The information flows into the procedures for handling risks (cf. OIS-06) and vulnerabilities (cf. OPS-19). If the cloud service is used by public sector organisations in Germany, the Cloud Service Provider leverages contacts with the National IT Situation Centre and the CERT Association of the BSI.",NewEUCS (Filtered),BSI C5
ISP-01.1,"The CSP shall document a global information security policy covering at least the following aspects:  the importance of information security, based on the requirements of cloud customers in relation to information security, as well as on the need to ensure the security of the information processed and stored by the CSP and the assets that support the services provided  the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider;  the commitment of the CSP to implement the security measures required to achieve the established security objectives.  the most important aspects of the security strategy to achieve the security objectives set; and  the organisational structure for information security in the ISMS application area.",ois-02,"Information Security Policy: The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes: . the importance of information security, based on the requirements of cloud customers in relation to information security; . the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider; . the most important aspects of the security strategy to achieve the security objectives set; and . the organisational structure for information security in the ISMS application area.",NewEUCS (Filtered),BSI C5
ISP-01.2,The CSP’s top management shall approve and endorse the global information security policy,ois-02,"Information Security Policy: The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes: . the importance of information security, based on the requirements of cloud customers in relation to information security; . the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider; . the most important aspects of the security strategy to achieve the security objectives set; and . the organisational structure for information security in the ISMS application area.",NewEUCS (Filtered),BSI C5
ISP-01.3,"The CSP shall review the global information security policy at least following any significant organizational change susceptible to affect the principles defined in the policy, including the approval and endorsement by top management",ois-02,"Information Security Policy: The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes: . the importance of information security, based on the requirements of cloud customers in relation to information security; . the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider; . the most important aspects of the security strategy to achieve the security objectives set; and . the organisational structure for information security in the ISMS application area.",NewEUCS (Filtered),BSI C5
ISP-01.4,The CSP shall review the global information security policy at least annually,ois-02,"Information Security Policy: The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes: . the importance of information security, based on the requirements of cloud customers in relation to information security; . the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider; . the most important aspects of the security strategy to achieve the security objectives set; and . the organisational structure for information security in the ISMS application area.",NewEUCS (Filtered),BSI C5
ISP-01.5,The CSP shall communicate and make available the global information security policy to internal and external employees and to cloud service customers,ois-02,"Information Security Policy: The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes: . the importance of information security, based on the requirements of cloud customers in relation to information security; . the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider; . the most important aspects of the security strategy to achieve the security objectives set; and . the organisational structure for information security in the ISMS application area.",NewEUCS (Filtered),BSI C5
ISP-02.1,"The CSP shall derive policies and procedures from the global information security policy for all relevant subject matters, documented according to a uniform structure, including at least the following aspects:  Objectives;  Scope;  Roles and responsibilities within the organization;  Roles and dependencies on other organisations (especially cloud customers and subservice organisations);  Steps for the execution of the security strategy; and  Applicable legal and regulatory requirements.",sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",NewEUCS (Filtered),BSI C5
ISP-02.1,"The CSP shall derive policies and procedures from the global information security policy for all relevant subject matters, documented according to a uniform structure, including at least the following aspects:  Objectives;  Scope;  Roles and responsibilities within the organization;  Roles and dependencies on other organisations (especially cloud customers and subservice organisations);  Steps for the execution of the security strategy; and  Applicable legal and regulatory requirements.",sp-02,Review and Approval of Policies and Instructions: Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts. The review shall consider at least the following aspects: . Organisational and technical changes in the procedures for providing the cloud service; and . Legal and regulatory changes in the Cloud Service Provider´s environment. Revised policies and instructions are approved before they become effective.,NewEUCS (Filtered),BSI C5
ISP-02.2,The policies and procedures shall include staff qualification requirements and the establishment of substitution rules in their description of roles and responsibilities within the organization,sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",NewEUCS (Filtered),BSI C5
ISP-02.2,The policies and procedures shall include staff qualification requirements and the establishment of substitution rules in their description of roles and responsibilities within the organization,sp-02,Review and Approval of Policies and Instructions: Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts. The review shall consider at least the following aspects: . Organisational and technical changes in the procedures for providing the cloud service; and . Legal and regulatory changes in the Cloud Service Provider´s environment. Revised policies and instructions are approved before they become effective.,NewEUCS (Filtered),BSI C5
ISP-02.3,The CSP shall communicate and make available the policies and procedures to all internal and external employees,sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",NewEUCS (Filtered),BSI C5
ISP-02.3,The CSP shall communicate and make available the policies and procedures to all internal and external employees,sp-02,Review and Approval of Policies and Instructions: Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts. The review shall consider at least the following aspects: . Organisational and technical changes in the procedures for providing the cloud service; and . Legal and regulatory changes in the Cloud Service Provider´s environment. Revised policies and instructions are approved before they become effective.,NewEUCS (Filtered),BSI C5
ISP-02.4,The CSP’s top management shall approve the security policies and procedures or delegate this responsibility to authorized bodies,sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",NewEUCS (Filtered),BSI C5
ISP-02.4,The CSP’s top management shall approve the security policies and procedures or delegate this responsibility to authorized bodies,sp-02,Review and Approval of Policies and Instructions: Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts. The review shall consider at least the following aspects: . Organisational and technical changes in the procedures for providing the cloud service; and . Legal and regulatory changes in the Cloud Service Provider´s environment. Revised policies and instructions are approved before they become effective.,NewEUCS (Filtered),BSI C5
ISP-02.5,"In case of a delegation, the authorized bodies shall report at least annually to the top management on the security policies and their implementation",sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",NewEUCS (Filtered),BSI C5
ISP-02.5,"In case of a delegation, the authorized bodies shall report at least annually to the top management on the security policies and their implementation",sp-02,Review and Approval of Policies and Instructions: Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts. The review shall consider at least the following aspects: . Organisational and technical changes in the procedures for providing the cloud service; and . Legal and regulatory changes in the Cloud Service Provider´s environment. Revised policies and instructions are approved before they become effective.,NewEUCS (Filtered),BSI C5
ISP-02.6,"The CSP’s subject matter experts shall review the policies and procedures for adequacy at least annually, when the global information security policy is updated, and when major changes may affect the security of the cloud service",sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",NewEUCS (Filtered),BSI C5
ISP-02.6,"The CSP’s subject matter experts shall review the policies and procedures for adequacy at least annually, when the global information security policy is updated, and when major changes may affect the security of the cloud service",sp-02,Review and Approval of Policies and Instructions: Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts. The review shall consider at least the following aspects: . Organisational and technical changes in the procedures for providing the cloud service; and . Legal and regulatory changes in the Cloud Service Provider´s environment. Revised policies and instructions are approved before they become effective.,NewEUCS (Filtered),BSI C5
ISP-02.7,"After an update of procedures and policies, they shall be approved before they become effective, and then communicated and made available to internal and external employees",sp-01,"Documentation, communication and provision of policies and instructions: Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner. The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body. The policies and instructions describe at least the following aspects: . Objectives; . Scope; . Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules; . Roles and dependencies on other organisations (especially cloud customers and subservice organisations); . Steps for the execution of the security strategy; and . Applicable legal and regulatory requirements.",NewEUCS (Filtered),BSI C5
ISP-02.7,"After an update of procedures and policies, they shall be approved before they become effective, and then communicated and made available to internal and external employees",sp-02,Review and Approval of Policies and Instructions: Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts. The review shall consider at least the following aspects: . Organisational and technical changes in the procedures for providing the cloud service; and . Legal and regulatory changes in the Cloud Service Provider´s environment. Revised policies and instructions are approved before they become effective.,NewEUCS (Filtered),BSI C5
ISP-03.1,"The CSP shall maintain a list of exceptions to the security policies and procedures, including associated controls.",sp-03,"Exceptions from Existing Policies and Instructions: Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
ISP-03.2,The exceptions are limited in time,sp-03,"Exceptions from Existing Policies and Instructions: Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
ISP-03.3,"The exceptions shall be subjected to the RM-01 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners",sp-03,"Exceptions from Existing Policies and Instructions: Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
ISP-03.4,The exceptions to a security policy or procedure shall be approved by the top management or authorized body who approved the security policy or procedure,sp-03,"Exceptions from Existing Policies and Instructions: Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
ISP-03.5,The list of exceptions shall be reviewed at least annually,sp-03,"Exceptions from Existing Policies and Instructions: Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
ISP-03.6,"The approvals of the list of exceptions shall be reiterated at least annually, even if the list has not been updated",sp-03,"Exceptions from Existing Policies and Instructions: Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
ISP-03.7,The list of exceptions shall be automatically monitored to ensure that the validity of approved exceptions has not expired and that all reviews and approvals are up-to-date,sp-03,"Exceptions from Existing Policies and Instructions: Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
RM-01.1,"The CSP shall document policies and procedures in accordance with ISP-02 for the following aspects:  Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners;  Analysis of the probability and impact of occurrence and determination of the level of risk;  Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling;  Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and  Documentation of the activities implemented to enable consistent, valid and comparable results.",ois-06,"Risk Management Policy: Policies and instructions for risk management procedures are documented, communicated and provided in accordance with SP-01 for the following aspects: . Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners; . Analysis of the probability and impact of occurrence and determination of the level of risk; . Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling; . Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and . Documentation of the activities implemented to enable consistent, valid and comparable results.",NewEUCS (Filtered),BSI C5
RM-01.2,The CSP shall use a documented risk analysis method that guarantees reproducibility and comparability of the approach,ois-06,"Risk Management Policy: Policies and instructions for risk management procedures are documented, communicated and provided in accordance with SP-01 for the following aspects: . Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners; . Analysis of the probability and impact of occurrence and determination of the level of risk; . Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling; . Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and . Documentation of the activities implemented to enable consistent, valid and comparable results.",NewEUCS (Filtered),BSI C5
RM-02.1,The CSP shall implement the policies and procedures covering risk assessment on the entire perimeter of the cloud service.,ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
RM-02.2,The CSP shall make the results of the risk assessment available to relevant stakeholders,ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
RM-02.3,"The CSP shall review and revise the risk assessment at least annually, and after each major change that may affect the security of the cloud service.",ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
RM-02.4,The CSP shall monitor the evolution of the risk factors and revise the risk assessment results accordingly December 2020,ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
RM-03.1,The CSP shall prioritize risks according to their criticality,ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
RM-03.2,"The CSP shall define and implement a plan to treat risks according to their priority level by reducing or avoiding them through security controls, by sharing them, or by retaining them.",ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
RM-03.3,The risk treatment plan shall reduce the risk level to a threshold that the risk owners deem acceptable (Residual Risk).,ois-07,"Application of the Risk Management Policy: The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider: . Processing, storage or transmission of data of cloud customers with different protection needs; . Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources; . Attacks via access points, including interfaces accessible from public networks; . Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and . Dependencies on subservice organisations. The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",NewEUCS (Filtered),BSI C5
