anchor_id,anchor_text,target_id,target_text,source,target
CCF 20,Audit Record Capacity: [The Organization] allocates audit record storage capacity in accordance with logging storage and retention requirements; Audit logs are retained for at least one year with one year of data immediately available for analysis.,op.exp.10,Cryptographic key protection. Are cryptographic keys managed securely?. Are cryptographic keys protected throughout their life cycle? Are the key generation means isolated from the exploitation means? Are the keys removed from operation that must be archived on media isolated from those of exploitation?,Cisco,Spanish ENS (EN)
CCF 22,"Customer Data Backup: At least annually, full backups are configured for data stores housing sensitive customer data and personal information. Repeated Failed backups are investigated and resolved. Backups are periodically restored to validate the integrity of the backup. Details of the restoration test are logged and included over who performed the test, a description, and restored backup, as well as an integrity check of the restored backup.",op.exp.10,Cryptographic key protection. Are cryptographic keys managed securely?. Are cryptographic keys protected throughout their life cycle? Are the key generation means isolated from the exploitation means? Are the keys removed from operation that must be archived on media isolated from those of exploitation?,Cisco,Spanish ENS (EN)
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",op.exp.2,"Security settings. Is a security configuration (bastioned) carried out on the equipment prior to putting it into production?. Have the equipment been configured, prior to its entry into operation, removing standard accounts and passwords? Have the equipment been configured, prior to its entry into operation, applying the 'minimum functionality' rule, that is, that the system provides the minimum functionality essential for the organization to achieve its objectives? Have the equipment been configured, prior to its entry into operation, so that the 'default security' rule is applied? Have virtual machines been configured and managed, prior to their entry into operation, in a manner equally secure as that used for physical machines?",Cisco,Spanish ENS (EN)
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",op.exp.4,"Maintenance and security updates. Is maintenance of the physical and logical equipment of the system carried out systematically?. Regarding the installation and maintenance of the physical and logical equipment that constitutes the system, are the manufacturers' specifications met? Is there a procedure to analyze, prioritize and determine when to apply security updates, patches, improvements and new versions? Is maintenance carried out only by duly authorized personnel?",Cisco,Spanish ENS (EN)
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",op.ext.2,"Daily management. Are there mechanisms for monitoring and supervising the development of the service, as well as reporting and coordination in the event of possible incidents?. Is there a routine system in place to measure compliance with service obligations, including the procedure to neutralize any deviation outside the agreed tolerance range? Have a mechanism and the necessary coordination procedures been established to carry out the maintenance tasks of the systems included in the agreement, which will contemplate the occurrence of possible incidents and disasters? Has the supplier designated a point of contact (POC) for any service-related issues? Has the established contact mechanism been established, especially for reporting service incidents? Has the periodic delivery of service reports been agreed with suppliers? Are follow-up meetings held with certain relevant suppliers?",Cisco,Spanish ENS (EN)
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",op.pl.3,"Acquisition of new components. Is planning carried out prior to the acquisition of new system components, taking into account, for example, the obsolescence of those currently in production, the end of contracts, changes in the context, etc.?. Does the acquisition process take into account the conclusions of the risk analysis, or does it result in a new iteration of said analysis having to be carried out, due to the changes it introduces in the information system? For the new components to be acquired, is it verified that they are consistent or compatible with the security architecture implemented or chosen for the organization? Is there a formalized planning process for the acquisition of new components? Does the procurement process take into account financial, training and technical needs (features, configuration, support and maintenance)?",Cisco,Spanish ENS (EN)
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",mp.sw.1,"Application development. Is the development environment separated from the production environment for all purposes?. Have both environments been separated, with development being carried out on systems differentiated from productive ones? Are there development tools or test data in the production environment, or production items or real data in the development environment? Have security measures been applied to the source code repositories?",Cisco,Spanish ENS (EN)
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",mp.sw.2,"Acceptance and commissioning. Before going into production, is the correct functioning of the application and its security aspects checked?. Before applications go into production, are security acceptance criteria checked? Before the applications go into production, is it verified that the security of other components of the service does not deteriorate?. In the case of externally developed applications implemented locally (on-premise), does the provider provide sufficient evidence of the security of the application?. Does the provider that implements the solution provide a customized copy for the contracting client of the 'Secure system installation and configuration guide' manual aimed at administrators? Does the provider that implements the solution provide a customized copy for the contracting client of the 'Guide to safe use of the system' manual aimed at users? Does the supplier that implements the solution provide a customized copy for the contracting client of the manual 'Guide to the relationship between client and supplier' aimed at administrators?",Cisco,Spanish ENS (EN)
CCF 29,Cloud Provider Change Monitoring: Cloud Service Customers review and monitor changes made by the cloud service provider for appropriateness and any potential impact to the customer's instance.,op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
CCF 30,"Change Approval and Testing Documentation: Changes to service and supporting infrastructure components of the service are authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.",op.acc.3,"Segregation of duties and tasks. Are those functions segregated that, under certain circumstances, could lead to a conflict of interest, such as, for example, development and operation?. Is it avoided, whenever possible, that development and operation capabilities fall to the same person or the same team? Is it avoided, whenever possible, that the people who authorize are the same people who control the use?",Cisco,Spanish ENS (EN)
CCF 30,"Change Approval and Testing Documentation: Changes to service and supporting infrastructure components of the service are authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.",op.pl.3,"Acquisition of new components. Is planning carried out prior to the acquisition of new system components, taking into account, for example, the obsolescence of those currently in production, the end of contracts, changes in the context, etc.?. Does the acquisition process take into account the conclusions of the risk analysis, or does it result in a new iteration of said analysis having to be carried out, due to the changes it introduces in the information system? For the new components to be acquired, is it verified that they are consistent or compatible with the security architecture implemented or chosen for the organization? Is there a formalized planning process for the acquisition of new components? Does the procurement process take into account financial, training and technical needs (features, configuration, support and maintenance)?",Cisco,Spanish ENS (EN)
CCF 30,"Change Approval and Testing Documentation: Changes to service and supporting infrastructure components of the service are authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.",op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
CCF 30,"Change Approval and Testing Documentation: Changes to service and supporting infrastructure components of the service are authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.",mp.sw.1,"Application development. Is the development environment separated from the production environment for all purposes?. Have both environments been separated, with development being carried out on systems differentiated from productive ones? Are there development tools or test data in the production environment, or production items or real data in the development environment? Have security measures been applied to the source code repositories?",Cisco,Spanish ENS (EN)
CCF 30,"Change Approval and Testing Documentation: Changes to service and supporting infrastructure components of the service are authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.",mp.sw.2,"Acceptance and commissioning. Before going into production, is the correct functioning of the application and its security aspects checked?. Before applications go into production, are security acceptance criteria checked? Before the applications go into production, is it verified that the security of other components of the service does not deteriorate?. In the case of externally developed applications implemented locally (on-premise), does the provider provide sufficient evidence of the security of the application?. Does the provider that implements the solution provide a customized copy for the contracting client of the 'Secure system installation and configuration guide' manual aimed at administrators? Does the provider that implements the solution provide a customized copy for the contracting client of the 'Guide to safe use of the system' manual aimed at users? Does the supplier that implements the solution provide a customized copy for the contracting client of the manual 'Guide to the relationship between client and supplier' aimed at administrators?",Cisco,Spanish ENS (EN)
CCF 31,System Change Communication: System changes are communicated to authorized internal users via a ticketing system or any other documented process.,op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
CCF 32,Processing Change Notification: Customers are notified of critical changes that may affect their processing.,op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
CCF 32,Processing Change Notification: Customers are notified of critical changes that may affect their processing.,op.exp.7,"Incident management. Is there a comprehensive process in place to deal with incidents that may impact system security?. Is there a comprehensive process in place to address incidents that may impact system security, including reporting of security events and weaknesses, detailing classification criteria and notification escalation? Does the management of incidents that affect personal data take into account the provisions of the RGPD and LO 3/2018 (LOPDGDD), especially its first additional provision, as well as the rest of the applicable regulations, without prejudice to the requirements established in RD 311/2022, of May 3?",Cisco,Spanish ENS (EN)
CCF 32,Processing Change Notification: Customers are notified of critical changes that may affect their processing.,op.exp.9,"Incident management log. Is there a process of drawing conclusions and learning from the recorded security incidents?. Are initial, intermediate and final reports, emergency actions and system modifications derived from an incident recorded? Is evidence recorded that can be resolved in a jurisdictional setting, especially when the incident may lead to disciplinary actions on internal staff, on external suppliers or in the prosecution of crimes? As a result of the analysis of the incidents, are those events that should continue to be audited and the need to reduce or increase them reviewed? Is learning carried out, based on the analysis of the recorded incidents, that allows aspects to be improved in the security of the system to be revealed? To learn from incidents, are they recorded, indicating their specific typology and not just differentiating security incidents from non-security incidents?",Cisco,Spanish ENS (EN)
CCF 33,System Configuration Management: A configuration management system is in place to ensure that system configurations are deployed consistently throughout the production environment.,op.exp.3,"Security configuration management. Is the configuration of system components managed on an ongoing basis?. Is the configuration of system components managed continuously, maintaining the 'minimum functionality' rule at all times? Is the configuration of system components managed continuously, maintaining the 'least privilege' rule at all times? Is the configuration of the system components managed continuously, so that the system adapts to possible new, previously authorized needs? Is the configuration of system components managed continuously, so that the system reacts to possible reported vulnerabilities? Is the configuration of system components managed continuously so that the system reacts to potential incidents? Are the configuration of system components managed on an ongoing basis, so that security settings can only be edited by appropriately authorized personnel?",Cisco,Spanish ENS (EN)
CCF 35,File Integrity Monitoring: A file integrity monitoring (FIM) tool is used to notify system administrators of potential unauthorized changes to the production system.,op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
CCF 35,File Integrity Monitoring: A file integrity monitoring (FIM) tool is used to notify system administrators of potential unauthorized changes to the production system.,mp.sw.2,"Acceptance and commissioning. Before going into production, is the correct functioning of the application and its security aspects checked?. Before applications go into production, are security acceptance criteria checked? Before the applications go into production, is it verified that the security of other components of the service does not deteriorate?. In the case of externally developed applications implemented locally (on-premise), does the provider provide sufficient evidence of the security of the application?. Does the provider that implements the solution provide a customized copy for the contracting client of the 'Secure system installation and configuration guide' manual aimed at administrators? Does the provider that implements the solution provide a customized copy for the contracting client of the 'Guide to safe use of the system' manual aimed at users? Does the supplier that implements the solution provide a customized copy for the contracting client of the manual 'Guide to the relationship between client and supplier' aimed at administrators?",Cisco,Spanish ENS (EN)
CCF 35,File Integrity Monitoring: A file integrity monitoring (FIM) tool is used to notify system administrators of potential unauthorized changes to the production system.,mp.sw.1,"Application development. Is the development environment separated from the production environment for all purposes?. Have both environments been separated, with development being carried out on systems differentiated from productive ones? Are there development tools or test data in the production environment, or production items or real data in the development environment? Have security measures been applied to the source code repositories?",Cisco,Spanish ENS (EN)
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,op.acc.3,"Segregation of duties and tasks. Are those functions segregated that, under certain circumstances, could lead to a conflict of interest, such as, for example, development and operation?. Is it avoided, whenever possible, that development and operation capabilities fall to the same person or the same team? Is it avoided, whenever possible, that the people who authorize are the same people who control the use?",Cisco,Spanish ENS (EN)
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,op.acc.2,"Access requirements. Are system resources protected by some mechanism that prevents their use, except by entities that have sufficient access rights?. Have the people responsible for the different resources of the information system been determined and known? Are the access rights of each resource established according to the decisions of the person responsible for the resource, in accordance with the system's security policy and/or regulations? Is access to operating system components and their configuration files or registers controlled?",Cisco,Spanish ENS (EN)
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,op.pl.3,"Acquisition of new components. Is planning carried out prior to the acquisition of new system components, taking into account, for example, the obsolescence of those currently in production, the end of contracts, changes in the context, etc.?. Does the acquisition process take into account the conclusions of the risk analysis, or does it result in a new iteration of said analysis having to be carried out, due to the changes it introduces in the information system? For the new components to be acquired, is it verified that they are consistent or compatible with the security architecture implemented or chosen for the organization? Is there a formalized planning process for the acquisition of new components? Does the procurement process take into account financial, training and technical needs (features, configuration, support and maintenance)?",Cisco,Spanish ENS (EN)
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,mp.sw.1,"Application development. Is the development environment separated from the production environment for all purposes?. Have both environments been separated, with development being carried out on systems differentiated from productive ones? Are there development tools or test data in the production environment, or production items or real data in the development environment? Have security measures been applied to the source code repositories?",Cisco,Spanish ENS (EN)
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,op.acc.4,"Access rights management process. Are access rights managed, based on the principle of least privilege?. Is any access prohibited, unless express authorization is available? Is a policy of least privilege applied that reduces the privileges of each entity, user or process to the minimum necessary to comply with their obligations? Are privileges assigned so that entities, users or processes only have access to the information required to fulfill their obligations or functions? Can only personnel competent to do so grant, alter or cancel the authorization of access to resources, in accordance with the criteria established by the person responsible for them? Are access permissions reviewed periodically? Has a specific remote access policy been established, which indicates the obligation to require express authorization?",Cisco,Spanish ENS (EN)
CCF 37,Workstation Privileged Access: Policies governing the appropriate use and installation of software on [The Organization] workstations are communicated and reviewed periodically. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy.,mp.sw.1,"Application development. Is the development environment separated from the production environment for all purposes?. Have both environments been separated, with development being carried out on systems differentiated from productive ones? Are there development tools or test data in the production environment, or production items or real data in the development environment? Have security measures been applied to the source code repositories?",Cisco,Spanish ENS (EN)
CCF 37,Workstation Privileged Access: Policies governing the appropriate use and installation of software on [The Organization] workstations are communicated and reviewed periodically. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy.,op.acc.2,"Access requirements. Are system resources protected by some mechanism that prevents their use, except by entities that have sufficient access rights?. Have the people responsible for the different resources of the information system been determined and known? Are the access rights of each resource established according to the decisions of the person responsible for the resource, in accordance with the system's security policy and/or regulations? Is access to operating system components and their configuration files or registers controlled?",Cisco,Spanish ENS (EN)
CCF 37,Workstation Privileged Access: Policies governing the appropriate use and installation of software on [The Organization] workstations are communicated and reviewed periodically. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy.,op.acc.4,"Access rights management process. Are access rights managed, based on the principle of least privilege?. Is any access prohibited, unless express authorization is available? Is a policy of least privilege applied that reduces the privileges of each entity, user or process to the minimum necessary to comply with their obligations? Are privileges assigned so that entities, users or processes only have access to the information required to fulfill their obligations or functions? Can only personnel competent to do so grant, alter or cancel the authorization of access to resources, in accordance with the criteria established by the person responsible for them? Are access permissions reviewed periodically? Has a specific remote access policy been established, which indicates the obligation to require express authorization?",Cisco,Spanish ENS (EN)
CCF 38,Version Control: Version control procedures are set up to track dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities.,op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN)
