controlId,model,nDCG,nDCG_nonZero,ground_truth_ids,predicted_ids
IM-04,all-mpnet-base-v2,0.5000000000000002,0.5000000000000002,['SIM-04'],"['SIM-05', 'SIM-04', 'SIM-01', 'SIM-02', 'SIM-03', 'COM-03', 'SSO-04', 'IDM-06', 'OPS-20', 'OPS-21', 'OIS-02', 'HR-03', 'OIS-05', 'SSO-01', 'OIS-06', 'OIS-07', 'SP-03', 'OPS-13', 'OPS-18', 'SP-02', 'HR-02', 'IDM-01', 'OPS-17', 'OPS-10', 'COS-01', 'OIS-01', 'PSS-01', 'COM-04', 'OPS-22', 'COS-03', 'PSS-04', 'SSO-02', 'COM-02', 'COM-01', 'PS-01', 'DEV-01', 'INQ-02', 'OIS-04', 'IDM-02', 'OPS-04', 'SP-01', 'AM-02', 'OPS-12', 'IDM-05', 'IDM-07', 'INQ-01', 'OPS-15', 'PSS-03', 'HR-05', 'PSS-02', 'BCM-02', 'COS-02', 'OPS-02', 'OPS-07', 'PS-04', 'BCM-01', 'CRY-01', 'IDM-08', 'AM-05', 'IDM-09', 'OPS-16', 'PS-06', 'OPS-19', 'INQ-03', 'SSO-03', 'PS-03', 'IDM-03', 'PSS-10', 'INQ-04', 'HR-01', 'DEV-02', 'HR-06', 'DEV-03', 'AM-03', 'PSS-06', 'OPS-11', 'OPS-05', 'DEV-05', 'OPS-24', 'OPS-06', 'DEV-06', 'CRY-04', 'DEV-07', 'CRY-02', 'AM-06', 'OPS-09', 'PI-02', 'OPS-14', 'OPS-03', 'DEV-09', 'SSO-05', 'AM-01', 'DEV-08', 'PI-01', 'PS-02', 'CRY-03', 'IDM-04', 'OPS-08', 'OPS-23', 'PSS-12', 'PI-03', 'OPS-01', 'COS-06', 'AM-04', 'PSS-11', 'COS-07', 'BCM-04', 'DEV-10']"
IM-05,all-mpnet-base-v2,1.0,1.0,['OPS-21'],"['OPS-21', 'SIM-04', 'OIS-07', 'INQ-02', 'OPS-20', 'SSO-02', 'OIS-05', 'SSO-04', 'SSO-03', 'HR-03', 'SIM-01', 'OPS-03', 'SSO-05', 'SSO-01', 'OIS-04', 'OPS-17', 'SIM-02', 'OPS-02', 'IDM-07', 'PSS-03', 'PSS-04', 'PI-02', 'PSS-01', 'BCM-01', 'INQ-04', 'OPS-10', 'OPS-24', 'DEV-09', 'OIS-02', 'AM-03', 'COS-01', 'COM-01', 'IDM-01', 'OIS-01', 'OPS-19', 'BCM-02', 'HR-02', 'PSS-12', 'INQ-03', 'OPS-07', 'SP-02', 'COS-02', 'PI-01', 'PS-01', 'IDM-05', 'IDM-02', 'PSS-02', 'PS-02', 'COM-04', 'INQ-01', 'HR-06', 'OPS-18', 'DEV-03', 'AM-05', 'CRY-02', 'IDM-06', 'OPS-01', 'DEV-06', 'DEV-01', 'CRY-03', 'OPS-22', 'PSS-11', 'HR-01', 'PS-06', 'PS-04', 'DEV-02', 'COS-07', 'PSS-06', 'PSS-10', 'SP-01', 'CRY-04', 'COS-06', 'IDM-08', 'OPS-09', 'IDM-09', 'SIM-03', 'PI-03', 'OPS-14', 'AM-01', 'PS-03', 'AM-06', 'COM-02', 'OPS-11', 'IDM-03', 'SIM-05', 'OPS-06', 'OPS-16', 'OPS-15', 'OPS-05', 'OPS-23', 'DEV-07', 'BCM-04', 'COS-03', 'OPS-04', 'COM-03', 'OIS-06', 'IDM-04', 'AM-04', 'OPS-12', 'DEV-10', 'OPS-13', 'SP-03', 'CRY-01', 'AM-02', 'HR-05', 'OPS-08', 'DEV-05', 'DEV-08']"
IM-06,all-mpnet-base-v2,0.1772392867840476,0.1772392867840476,['SIM-05'],"['DEV-06', 'OPS-20', 'OIS-06', 'COM-03', 'DEV-05', 'HR-03', 'INQ-01', 'OPS-19', 'SIM-05', 'SP-03', 'OPS-08', 'SSO-02', 'PSS-02', 'HR-01', 'SSO-04', 'AM-03', 'BCM-04', 'PS-04', 'COM-04', 'AM-02', 'DEV-03', 'SIM-03', 'COM-02', 'COS-03', 'SP-02', 'PSS-01', 'OIS-07', 'BCM-02', 'SIM-01', 'DEV-01', 'IDM-02', 'IDM-06', 'OIS-01', 'AM-01', 'SIM-02', 'IDM-09', 'OPS-18', 'CRY-01', 'IDM-05', 'OIS-04', 'IDM-08', 'OPS-07', 'CRY-04', 'OPS-17', 'DEV-09', 'IDM-01', 'SSO-05', 'PSS-03', 'PS-02', 'SP-01', 'SSO-01', 'PS-01', 'PS-03', 'DEV-02', 'OPS-22', 'OIS-05', 'PSS-10', 'PSS-04', 'OPS-02', 'OPS-06', 'PI-01', 'HR-05', 'DEV-08', 'OPS-01', 'DEV-07', 'AM-06', 'OIS-02', 'OPS-04', 'OPS-21', 'OPS-23', 'OPS-10', 'IDM-03', 'PSS-06', 'PS-06', 'CRY-02', 'OPS-12', 'OPS-03', 'OPS-13', 'COS-02', 'SSO-03', 'HR-02', 'COM-01', 'PSS-11', 'HR-06', 'PI-02', 'BCM-01', 'CRY-03', 'IDM-07', 'AM-05', 'OPS-15', 'DEV-10', 'OPS-05', 'OPS-09', 'COS-01', 'OPS-24', 'COS-07', 'AM-04', 'IDM-04', 'PSS-12', 'PI-03', 'INQ-04', 'SIM-04', 'OPS-14', 'OPS-16', 'INQ-02', 'INQ-03', 'OPS-11', 'COS-06']"
IM-07,all-mpnet-base-v2,0.0,,['SIM-05'],"['OPS-12', 'SIM-03', 'OIS-06', 'AM-02', 'OPS-15', 'OPS-07', 'OPS-14', 'OPS-13', 'PI-03', 'OPS-06', 'SIM-05', 'CRY-01', 'OPS-11', 'SIM-01', 'OPS-10', 'COM-02', 'INQ-01', 'AM-06', 'OPS-08', 'SIM-02', 'AM-05', 'AM-04', 'BCM-02', 'OPS-09', 'DEV-08', 'AM-01', 'PSS-04', 'SP-03', 'INQ-03', 'OPS-20', 'COM-03', 'PSS-06', 'INQ-04', 'BCM-04', 'OIS-07', 'OPS-23', 'CRY-03', 'PS-06', 'SIM-04', 'PI-02', 'HR-05', 'IDM-07', 'DEV-03', 'OPS-02', 'DEV-07', 'OPS-04', 'OIS-04', 'OPS-24', 'OPS-18', 'IDM-06', 'OPS-21', 'SSO-02', 'OPS-17', 'PSS-12', 'DEV-01', 'COM-01', 'SP-02', 'COS-03', 'SSO-04', 'SSO-01', 'PS-01', 'CRY-02', 'DEV-10', 'PS-02', 'SP-01', 'HR-06', 'COS-01', 'BCM-01', 'PI-01', 'DEV-05', 'PS-04', 'IDM-08', 'PS-03', 'CRY-04', 'HR-02', 'OPS-19', 'OIS-01', 'PSS-01', 'OPS-05', 'SSO-05', 'HR-03', 'OIS-02', 'OIS-05', 'IDM-09', 'OPS-16', 'DEV-06', 'IDM-05', 'COM-04', 'AM-03', 'SSO-03', 'COS-06', 'OPS-22', 'PSS-10', 'COS-07', 'COS-02', 'PSS-11', 'IDM-02', 'IDM-01', 'INQ-02', 'IDM-03', 'PSS-02', 'HR-01', 'DEV-02', 'PSS-03', 'IDM-04', 'DEV-09', 'OPS-01', 'OPS-03']"
BC-01,all-mpnet-base-v2,1.0,1.0,['BCM-01'],"['BCM-01', 'BCM-04', 'OIS-06', 'HR-05', 'SSO-05', 'BCM-02', 'SIM-01', 'OPS-07', 'AM-05', 'SSO-01', 'COM-03', 'OPS-02', 'SIM-04', 'OPS-06', 'COM-02', 'OIS-02', 'SSO-04', 'AM-02', 'HR-02', 'PS-06', 'SP-01', 'OPS-10', 'OIS-07', 'DEV-03', 'OPS-20', 'IDM-06', 'OIS-04', 'OIS-05', 'COM-04', 'PS-02', 'OPS-21', 'IDM-02', 'SP-03', 'OPS-08', 'PS-01', 'SSO-02', 'IDM-01', 'SP-02', 'OPS-17', 'OPS-01', 'SIM-03', 'IDM-05', 'AM-01', 'DEV-05', 'PI-02', 'HR-03', 'OPS-12', 'SSO-03', 'OIS-01', 'PSS-12', 'OPS-18', 'PS-04', 'PI-03', 'DEV-01', 'SIM-02', 'COS-03', 'CRY-01', 'INQ-02', 'IDM-03', 'SIM-05', 'OPS-03', 'HR-06', 'HR-01', 'PSS-01', 'IDM-09', 'OPS-04', 'PSS-03', 'OPS-16', 'AM-04', 'COM-01', 'IDM-07', 'PSS-04', 'OPS-09', 'OPS-22', 'DEV-09', 'COS-07', 'OPS-13', 'COS-01', 'AM-03', 'COS-02', 'DEV-08', 'CRY-03', 'OPS-14', 'CRY-04', 'OPS-24', 'OPS-19', 'IDM-04', 'CRY-02', 'PS-03', 'PI-01', 'INQ-04', 'IDM-08', 'INQ-03', 'OPS-11', 'INQ-01', 'DEV-07', 'AM-06', 'DEV-02', 'DEV-06', 'OPS-23', 'PSS-10', 'PSS-11', 'OPS-05', 'PSS-02', 'PSS-06', 'OPS-15', 'DEV-10', 'COS-06']"
BC-02,all-mpnet-base-v2,0.9318171001351273,0.9318171001351273,"['BCM-02', 'BCM-04']","['BCM-04', 'OIS-06', 'DEV-05', 'INQ-01', 'BCM-02', 'SSO-02', 'COM-03', 'SIM-02', 'OPS-07', 'SIM-05', 'AM-01', 'OPS-20', 'SSO-05', 'SIM-03', 'OPS-19', 'OIS-04', 'SSO-01', 'DEV-03', 'OIS-07', 'DEV-06', 'SP-03', 'SSO-04', 'BCM-01', 'COM-02', 'AM-02', 'OIS-05', 'OPS-13', 'PS-01', 'COS-03', 'OPS-08', 'PS-04', 'OPS-12', 'OIS-01', 'OPS-02', 'OPS-10', 'IDM-02', 'SIM-01', 'PSS-02', 'IDM-06', 'PS-06', 'PI-02', 'COM-04', 'SP-02', 'IDM-05', 'SSO-03', 'HR-03', 'SIM-04', 'OPS-18', 'OPS-06', 'OPS-24', 'OPS-15', 'OPS-21', 'DEV-08', 'OPS-01', 'PSS-03', 'INQ-04', 'HR-06', 'HR-05', 'COM-01', 'DEV-01', 'PSS-12', 'IDM-07', 'OIS-02', 'HR-01', 'PSS-01', 'SP-01', 'HR-02', 'CRY-01', 'COS-01', 'AM-03', 'IDM-01', 'COS-07', 'COS-02', 'PS-03', 'PI-03', 'OPS-17', 'AM-06', 'PS-02', 'DEV-09', 'DEV-07', 'DEV-02', 'PSS-04', 'INQ-03', 'OPS-03', 'PI-01', 'IDM-09', 'OPS-04', 'OPS-22', 'AM-05', 'AM-04', 'INQ-02', 'OPS-11', 'OPS-09', 'OPS-23', 'CRY-04', 'CRY-03', 'DEV-10', 'CRY-02', 'OPS-05', 'IDM-08', 'IDM-03', 'OPS-14', 'OPS-16', 'PSS-11', 'IDM-04', 'COS-06', 'PSS-10', 'PSS-06']"
BC-03,all-mpnet-base-v2,0.9318171001351273,0.9318171001351273,"['BCM-02', 'BCM-04']","['BCM-04', 'BCM-01', 'SSO-05', 'PS-02', 'PS-06', 'BCM-02', 'OIS-06', 'OPS-01', 'OPS-07', 'SIM-01', 'OPS-06', 'AM-01', 'OPS-09', 'AM-02', 'OPS-08', 'PSS-12', 'SIM-03', 'OPS-20', 'OIS-07', 'OPS-02', 'DEV-03', 'SSO-02', 'COM-03', 'SSO-01', 'OIS-05', 'HR-05', 'COM-02', 'OPS-21', 'PI-02', 'PS-01', 'COS-03', 'OPS-18', 'SSO-04', 'SP-03', 'OPS-10', 'SIM-04', 'OPS-12', 'COS-07', 'DEV-05', 'SSO-03', 'AM-04', 'AM-05', 'HR-03', 'OIS-04', 'OPS-17', 'PSS-03', 'COS-01', 'PI-03', 'CRY-01', 'OPS-13', 'DEV-06', 'SIM-05', 'DEV-01', 'PS-04', 'OIS-01', 'SIM-02', 'OPS-22', 'OPS-03', 'SP-01', 'COM-04', 'PS-03', 'DEV-08', 'OIS-02', 'AM-03', 'PSS-01', 'SP-02', 'HR-06', 'OPS-24', 'OPS-04', 'OPS-19', 'INQ-02', 'HR-02', 'IDM-02', 'COM-01', 'PSS-04', 'IDM-09', 'IDM-01', 'COS-02', 'OPS-14', 'PI-01', 'DEV-10', 'IDM-07', 'IDM-06', 'OPS-23', 'CRY-03', 'CRY-02', 'PSS-06', 'DEV-02', 'IDM-05', 'AM-06', 'PSS-02', 'CRY-04', 'HR-01', 'IDM-08', 'IDM-03', 'OPS-15', 'PSS-10', 'DEV-09', 'INQ-01', 'OPS-11', 'OPS-05', 'INQ-04', 'DEV-07', 'PSS-11', 'OPS-16', 'INQ-03', 'COS-06', 'IDM-04']"
BC-04,all-mpnet-base-v2,1.0,1.0,['BCM-04'],"['BCM-04', 'OPS-08', 'DEV-06', 'PS-02', 'PS-06', 'OPS-07', 'OPS-20', 'OPS-19', 'SSO-05', 'BCM-02', 'BCM-01', 'COM-03', 'OIS-06', 'DEV-03', 'OPS-06', 'AM-02', 'AM-01', 'SIM-01', 'COM-02', 'OPS-10', 'OPS-02', 'PS-01', 'COS-03', 'SSO-04', 'SSO-02', 'SSO-01', 'HR-05', 'OPS-17', 'OPS-12', 'SIM-03', 'HR-01', 'HR-03', 'OPS-22', 'DEV-05', 'OIS-07', 'SP-03', 'OPS-18', 'OPS-13', 'PSS-12', 'PS-04', 'SSO-03', 'PSS-03', 'PI-02', 'COS-07', 'COM-04', 'SIM-05', 'PSS-02', 'OIS-04', 'OIS-05', 'DEV-10', 'PI-03', 'OPS-23', 'DEV-01', 'OPS-21', 'OPS-09', 'OPS-01', 'AM-04', 'SP-02', 'DEV-08', 'IDM-09', 'INQ-01', 'PSS-04', 'COS-01', 'HR-06', 'AM-05', 'SIM-04', 'IDM-05', 'OIS-01', 'AM-03', 'COS-02', 'COM-01', 'OPS-15', 'HR-02', 'OPS-24', 'PSS-10', 'IDM-02', 'CRY-01', 'SP-01', 'PS-03', 'PI-01', 'IDM-06', 'PSS-06', 'CRY-02', 'PSS-01', 'OPS-04', 'IDM-03', 'AM-06', 'IDM-07', 'DEV-02', 'IDM-01', 'OPS-14', 'OIS-02', 'SIM-02', 'IDM-08', 'INQ-04', 'CRY-03', 'DEV-09', 'OPS-03', 'PSS-11', 'INQ-03', 'DEV-07', 'OPS-05', 'INQ-02', 'OPS-16', 'CRY-04', 'OPS-11', 'IDM-04', 'COS-06']"
CO-01,all-mpnet-base-v2,0.38685280723454163,0.38685280723454163,['COM-01'],"['COM-03', 'SSO-01', 'OPS-12', 'COM-01', 'AM-02', 'SP-03', 'OIS-06', 'SSO-04', 'PS-01', 'DEV-03', 'INQ-01', 'COM-02', 'DEV-05', 'SP-01', 'OPS-13', 'HR-05', 'IDM-09', 'SP-02', 'BCM-04', 'OPS-10', 'COS-02', 'OPS-08', 'HR-02', 'CRY-01', 'SIM-05', 'BCM-02', 'PS-04', 'HR-06', 'OPS-02', 'SIM-01', 'DEV-01', 'OIS-05', 'HR-03', 'PS-06', 'OPS-04', 'DEV-02', 'OPS-18', 'HR-01', 'PSS-01', 'OIS-01', 'IDM-02', 'COS-03', 'SSO-03', 'OPS-23', 'OPS-06', 'AM-03', 'IDM-06', 'OIS-04', 'DEV-08', 'PI-02', 'AM-06', 'SSO-02', 'IDM-05', 'DEV-06', 'OPS-22', 'OIS-02', 'SIM-03', 'DEV-07', 'OPS-20', 'IDM-01', 'SIM-02', 'SIM-04', 'OPS-17', 'COM-04', 'AM-01', 'OIS-07', 'IDM-07', 'OPS-07', 'OPS-19', 'PSS-03', 'PI-01', 'OPS-11', 'PSS-02', 'OPS-21', 'SSO-05', 'INQ-03', 'DEV-09', 'OPS-15', 'INQ-04', 'PS-02', 'CRY-03', 'IDM-08', 'OPS-01', 'CRY-02', 'PSS-04', 'PS-03', 'COS-01', 'OPS-16', 'COS-07', 'CRY-04', 'INQ-02', 'OPS-24', 'AM-05', 'PSS-11', 'PSS-10', 'BCM-01', 'AM-04', 'OPS-03', 'OPS-05', 'IDM-03', 'PI-03', 'PSS-12', 'OPS-09', 'PSS-06', 'OPS-14', 'DEV-10', 'COS-06', 'IDM-04']"
CO-02,all-mpnet-base-v2,1.0,1.0,['COM-02'],"['COM-02', 'COM-03', 'OIS-06', 'SIM-05', 'SP-03', 'OPS-12', 'SSO-04', 'INQ-01', 'OPS-13', 'AM-02', 'BCM-04', 'SSO-01', 'SP-02', 'OPS-10', 'PS-04', 'SP-01', 'SIM-03', 'COS-03', 'OPS-20', 'SIM-01', 'OPS-07', 'IDM-06', 'HR-05', 'CRY-01', 'PS-01', 'AM-01', 'DEV-01', 'HR-02', 'OPS-02', 'IDM-05', 'SIM-04', 'IDM-02', 'SIM-02', 'OPS-15', 'OIS-02', 'OPS-08', 'OPS-17', 'COM-01', 'DEV-03', 'OIS-07', 'OPS-06', 'OPS-04', 'AM-05', 'PSS-01', 'HR-03', 'HR-06', 'SSO-02', 'OPS-18', 'OIS-04', 'PSS-04', 'COM-04', 'OIS-01', 'BCM-02', 'IDM-01', 'HR-01', 'IDM-07', 'OPS-01', 'DEV-05', 'OIS-05', 'DEV-02', 'AM-03', 'INQ-03', 'COS-02', 'OPS-22', 'PS-06', 'SSO-03', 'OPS-14', 'IDM-09', 'OPS-21', 'SSO-05', 'CRY-04', 'OPS-16', 'PS-03', 'BCM-01', 'OPS-19', 'DEV-08', 'PI-02', 'INQ-04', 'DEV-06', 'OPS-03', 'DEV-09', 'PI-03', 'PSS-02', 'DEV-07', 'IDM-08', 'CRY-03', 'AM-06', 'OPS-11', 'CRY-02', 'IDM-03', 'OPS-23', 'COS-01', 'AM-04', 'OPS-24', 'INQ-02', 'PSS-06', 'PSS-03', 'PSS-10', 'OPS-09', 'PI-01', 'COS-07', 'OPS-05', 'PSS-12', 'PS-02', 'PSS-11', 'IDM-04', 'DEV-10', 'COS-06']"
CO-03,all-mpnet-base-v2,1.0,1.0,['COM-03'],"['COM-03', 'COM-02', 'SSO-04', 'HR-05', 'SIM-05', 'OPS-17', 'SP-03', 'OPS-10', 'IDM-05', 'OPS-13', 'IDM-06', 'COM-04', 'COS-03', 'PS-04', 'OPS-16', 'OPS-20', 'HR-02', 'SIM-03', 'OIS-06', 'OPS-07', 'SP-02', 'DEV-07', 'OPS-22', 'OIS-01', 'SIM-01', 'SSO-01', 'SIM-02', 'HR-01', 'SIM-04', 'PSS-04', 'OPS-12', 'AM-02', 'OPS-02', 'AM-05', 'IDM-02', 'BCM-01', 'IDM-09', 'DEV-03', 'AM-03', 'OIS-02', 'DEV-08', 'IDM-03', 'BCM-04', 'OPS-19', 'OIS-07', 'OPS-18', 'HR-03', 'OPS-08', 'OPS-15', 'OIS-04', 'PS-06', 'SP-01', 'SSO-03', 'IDM-07', 'HR-06', 'AM-01', 'PS-01', 'INQ-01', 'DEV-02', 'DEV-09', 'SSO-02', 'IDM-01', 'OIS-05', 'OPS-05', 'BCM-02', 'COS-01', 'PSS-02', 'OPS-03', 'OPS-04', 'CRY-01', 'PSS-01', 'DEV-01', 'OPS-23', 'OPS-14', 'IDM-08', 'DEV-06', 'DEV-05', 'COS-02', 'OPS-21', 'PSS-03', 'COM-01', 'PS-03', 'SSO-05', 'CRY-04', 'PI-01', 'OPS-06', 'INQ-03', 'OPS-01', 'CRY-03', 'AM-04', 'IDM-04', 'CRY-02', 'PSS-10', 'INQ-04', 'COS-07', 'PS-02', 'PSS-06', 'DEV-10', 'OPS-24', 'INQ-02', 'AM-06', 'PI-02', 'PI-03', 'PSS-12', 'OPS-09', 'PSS-11', 'OPS-11', 'COS-06']"
CO-04,all-mpnet-base-v2,0.5000000000000002,0.5000000000000002,['COM-04'],"['COM-03', 'SSO-04', 'COM-04', 'OPS-17', 'DEV-05', 'OPS-22', 'PS-04', 'OIS-01', 'COM-02', 'OPS-20', 'SP-03', 'HR-05', 'DEV-07', 'SIM-05', 'AM-02', 'OPS-10', 'COS-03', 'OPS-19', 'PS-06', 'DEV-03', 'IDM-06', 'OPS-16', 'AM-03', 'IDM-05', 'IDM-09', 'HR-01', 'OPS-18', 'OIS-06', 'SSO-01', 'OPS-08', 'BCM-02', 'PSS-03', 'SIM-01', 'PS-01', 'SP-02', 'HR-02', 'BCM-04', 'SSO-02', 'HR-03', 'OPS-23', 'DEV-08', 'PSS-04', 'DEV-06', 'OPS-13', 'SIM-02', 'OPS-07', 'BCM-01', 'OIS-07', 'PSS-02', 'SSO-03', 'OPS-12', 'COS-01', 'SP-01', 'PI-01', 'OPS-03', 'OPS-04', 'PSS-01', 'SIM-03', 'OPS-05', 'OPS-02', 'IDM-02', 'INQ-01', 'OIS-04', 'OIS-02', 'OIS-05', 'IDM-07', 'AM-01', 'IDM-03', 'HR-06', 'DEV-02', 'DEV-01', 'COS-02', 'IDM-01', 'IDM-08', 'DEV-09', 'COS-07', 'COM-01', 'CRY-01', 'PS-03', 'OPS-01', 'PS-02', 'OPS-15', 'AM-04', 'SSO-05', 'OPS-06', 'CRY-04', 'AM-05', 'PSS-10', 'SIM-04', 'CRY-02', 'OPS-21', 'OPS-24', 'AM-06', 'OPS-09', 'CRY-03', 'DEV-10', 'OPS-14', 'PSS-11', 'INQ-03', 'IDM-04', 'PSS-06', 'PI-02', 'PSS-12', 'INQ-04', 'INQ-02', 'OPS-11', 'PI-03', 'COS-06']"
DOC-01,all-mpnet-base-v2,1.0,1.0,['PSS-01'],"['PSS-01', 'SSO-03', 'SSO-05', 'PI-02', 'SSO-01', 'SP-02', 'SSO-02', 'COM-01', 'AM-03', 'PS-01', 'PI-01', 'DEV-01', 'OIS-07', 'OPS-03', 'PSS-03', 'COS-02', 'OIS-04', 'HR-03', 'SSO-04', 'HR-06', 'OIS-02', 'COS-07', 'PSS-12', 'OPS-01', 'CRY-02', 'OPS-02', 'OPS-24', 'IDM-07', 'HR-02', 'OIS-01', 'HR-01', 'OPS-21', 'SP-01', 'DEV-02', 'IDM-05', 'CRY-03', 'DEV-03', 'PSS-11', 'IDM-02', 'OPS-20', 'INQ-04', 'OPS-18', 'BCM-02', 'IDM-01', 'PS-02', 'PSS-02', 'PSS-04', 'DEV-06', 'INQ-03', 'OIS-05', 'INQ-02', 'INQ-01', 'OPS-10', 'OPS-17', 'IDM-09', 'CRY-04', 'IDM-08', 'DEV-09', 'SIM-04', 'PSS-10', 'COM-04', 'OPS-19', 'PS-06', 'AM-05', 'OPS-07', 'SIM-01', 'OPS-11', 'OPS-06', 'AM-06', 'PS-04', 'COS-06', 'PI-03', 'PS-03', 'BCM-01', 'AM-01', 'OPS-23', 'OPS-09', 'COS-01', 'COM-02', 'PSS-06', 'OPS-22', 'IDM-03', 'IDM-06', 'AM-04', 'OPS-04', 'OPS-16', 'SIM-02', 'OPS-14', 'DEV-07', 'AM-02', 'CRY-01', 'OPS-05', 'COS-03', 'BCM-04', 'OIS-06', 'DEV-10', 'IDM-04', 'OPS-12', 'SP-03', 'OPS-08', 'COM-03', 'OPS-15', 'SIM-03', 'HR-05', 'DEV-05', 'SIM-05', 'OPS-13', 'DEV-08']"
DOC-02,all-mpnet-base-v2,,,[],"['PSS-12', 'COS-07', 'OPS-09', 'OPS-07', 'SSO-03', 'PS-01', 'AM-02', 'CRY-03', 'PS-03', 'CRY-01', 'OPS-06', 'AM-06', 'PI-03', 'OPS-03', 'OPS-24', 'DEV-10', 'OPS-17', 'COS-02', 'OPS-14', 'OPS-12', 'OPS-05', 'PS-02', 'PI-01', 'OPS-04', 'CRY-02', 'PS-06', 'OIS-01', 'OPS-10', 'IDM-07', 'OPS-23', 'DEV-07', 'SIM-01', 'INQ-04', 'AM-04', 'OPS-15', 'PS-04', 'BCM-02', 'IDM-09', 'OPS-18', 'IDM-08', 'PI-02', 'OIS-04', 'COM-02', 'AM-01', 'PSS-01', 'OPS-11', 'OPS-01', 'COM-01', 'COS-06', 'AM-03', 'SIM-03', 'PSS-04', 'OPS-22', 'OIS-06', 'HR-02', 'OPS-13', 'DEV-01', 'BCM-01', 'IDM-02', 'OPS-08', 'SSO-02', 'CRY-04', 'HR-03', 'IDM-06', 'IDM-01', 'AM-05', 'OIS-07', 'SIM-02', 'OPS-20', 'IDM-05', 'SSO-01', 'SSO-04', 'PSS-03', 'DEV-08', 'SP-01', 'DEV-03', 'SIM-04', 'OPS-02', 'OPS-16', 'SP-02', 'INQ-03', 'OIS-02', 'INQ-01', 'HR-06', 'PSS-02', 'SIM-05', 'HR-01', 'OIS-05', 'OPS-21', 'COM-03', 'COM-04', 'DEV-05', 'PSS-06', 'COS-01', 'OPS-19', 'DEV-06', 'HR-05', 'IDM-03', 'COS-03', 'BCM-04', 'INQ-02', 'PSS-10', 'SP-03', 'SSO-05', 'DEV-02', 'PSS-11', 'DEV-09', 'IDM-04']"
INQ-01,all-mpnet-base-v2,1.0,1.0,['INQ-01'],"['INQ-01', 'INQ-03', 'SIM-05', 'COM-02', 'COM-03', 'SIM-02', 'OIS-06', 'SSO-04', 'INQ-04', 'SIM-04', 'SP-02', 'SP-03', 'OPS-12', 'COS-03', 'IDM-06', 'IDM-05', 'OPS-19', 'SSO-02', 'OPS-13', 'IDM-07', 'OPS-07', 'SIM-03', 'OPS-15', 'HR-05', 'SSO-01', 'PS-04', 'OPS-20', 'COM-01', 'HR-06', 'OIS-04', 'COM-04', 'OIS-07', 'CRY-01', 'HR-01', 'OIS-05', 'PS-01', 'BCM-04', 'HR-02', 'AM-02', 'PI-02', 'SP-01', 'OIS-02', 'SIM-01', 'OIS-01', 'AM-05', 'OPS-21', 'IDM-02', 'PSS-04', 'PSS-01', 'OPS-10', 'DEV-02', 'OPS-02', 'IDM-01', 'DEV-01', 'INQ-02', 'PS-03', 'PSS-02', 'DEV-06', 'OPS-08', 'HR-03', 'PS-06', 'OPS-17', 'COS-02', 'PI-03', 'DEV-05', 'OPS-06', 'AM-03', 'OPS-18', 'BCM-02', 'DEV-03', 'OPS-16', 'OPS-04', 'AM-06', 'CRY-03', 'SSO-03', 'SSO-05', 'PI-01', 'DEV-09', 'OPS-22', 'CRY-04', 'DEV-08', 'AM-01', 'OPS-24', 'OPS-14', 'BCM-01', 'PSS-03', 'IDM-08', 'AM-04', 'COS-01', 'CRY-02', 'OPS-11', 'DEV-07', 'OPS-09', 'PSS-10', 'OPS-03', 'IDM-09', 'PSS-06', 'OPS-01', 'IDM-03', 'IDM-04', 'PSS-11', 'OPS-23', 'PS-02', 'OPS-05', 'COS-06', 'PSS-12', 'COS-07', 'DEV-10']"
INQ-02,all-mpnet-base-v2,0.38685280723454163,0.38685280723454163,['INQ-02'],"['INQ-03', 'INQ-04', 'INQ-01', 'OPS-21', 'INQ-02', 'IDM-07', 'SIM-04', 'SSO-03', 'SSO-04', 'OIS-05', 'HR-03', 'SP-02', 'HR-06', 'SSO-02', 'COM-04', 'OPS-03', 'PI-01', 'OIS-04', 'SSO-01', 'PSS-01', 'PSS-04', 'OIS-07', 'OPS-20', 'OPS-19', 'SIM-02', 'OPS-17', 'COM-01', 'SSO-05', 'PI-02', 'HR-02', 'IDM-05', 'AM-03', 'OIS-02', 'COM-02', 'OPS-02', 'DEV-09', 'PSS-03', 'CRY-03', 'CRY-02', 'OPS-07', 'OIS-01', 'OPS-24', 'SIM-01', 'COS-02', 'SP-01', 'PS-01', 'OPS-10', 'DEV-01', 'HR-01', 'PSS-02', 'PI-03', 'PSS-12', 'OPS-18', 'DEV-03', 'IDM-02', 'PSS-11', 'OPS-01', 'DEV-06', 'BCM-01', 'DEV-02', 'COS-01', 'COS-06', 'OPS-11', 'AM-05', 'OPS-22', 'IDM-06', 'OPS-16', 'BCM-02', 'PS-04', 'AM-01', 'COS-07', 'IDM-01', 'CRY-04', 'OPS-14', 'SIM-03', 'PS-03', 'PSS-06', 'PSS-10', 'PS-06', 'OPS-06', 'OPS-15', 'PS-02', 'AM-06', 'OPS-09', 'OPS-05', 'IDM-08', 'OPS-04', 'OPS-13', 'COM-03', 'SIM-05', 'IDM-04', 'IDM-09', 'DEV-07', 'OIS-06', 'AM-04', 'OPS-12', 'IDM-03', 'CRY-01', 'OPS-23', 'COS-03', 'SP-03', 'BCM-04', 'DEV-10', 'HR-05', 'AM-02', 'OPS-08', 'DEV-05', 'DEV-08']"
