api_uuid,api_name,cisco_title,eucs_code,secNumCloud_id,description,source
449b532f-7ab9-4e93-a7ed-573a0a0b23c6,VERSION CONTROL,Version Control,CCM-03.9,14.2.c,"None | Version control procedures are set up to track dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities. | The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform",cisco+secNumCloud
449b532f-7ab9-4e93-a7ed-573a0a0b23c6,VERSION CONTROL,Version Control,CCM-06.2,14.2.c,"None | Version control procedures are set up to track dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities. | The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform",cisco+secNumCloud
449b532f-7ab9-4e93-a7ed-573a0a0b23c6,VERSION CONTROL,Version Control,CCM-06.3,14.2.c,"None | Version control procedures are set up to track dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities. | The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform",cisco+secNumCloud
449b532f-7ab9-4e93-a7ed-573a0a0b23c6,VERSION CONTROL,Version Control,CO-03.5,14.2.c,"None | Version control procedures are set up to track dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities. | The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.1,9.7.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must implement appropriate partitioning measures between the service information system and its other information systems (office automation, management IT, building technical management, physical access control, etc.).",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.1,9.7.c,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must design, develop, configure and deploy the service information system by ensuring at least one partitioning between on the one hand the technical infrastructure and on the other hand the equipment necessary for the administration of the services and resources it hosts.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.1,11.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement safety perimeters, including the marking of zones and the various means of limitation and access control.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.1,11.1.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The provider must distinguish public areas, private areas and sensitive areas.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.1,13.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.1,13.2.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.).",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.4,9.7.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must implement appropriate partitioning measures between the service information system and its other information systems (office automation, management IT, building technical management, physical access control, etc.).",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.4,9.7.c,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must design, develop, configure and deploy the service information system by ensuring at least one partitioning between on the one hand the technical infrastructure and on the other hand the equipment necessary for the administration of the services and resources it hosts.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.4,11.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement safety perimeters, including the marking of zones and the various means of limitation and access control.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.4,11.1.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The provider must distinguish public areas, private areas and sensitive areas.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.4,13.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,IAM-09.4,13.2.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.).",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-02-1,9.7.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must implement appropriate partitioning measures between the service information system and its other information systems (office automation, management IT, building technical management, physical access control, etc.).",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-02-1,9.7.c,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must design, develop, configure and deploy the service information system by ensuring at least one partitioning between on the one hand the technical infrastructure and on the other hand the equipment necessary for the administration of the services and resources it hosts.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-02-1,11.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement safety perimeters, including the marking of zones and the various means of limitation and access control.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-02-1,11.1.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The provider must distinguish public areas, private areas and sensitive areas.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-02-1,13.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-02-1,13.2.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.).",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-07.1,9.7.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must implement appropriate partitioning measures between the service information system and its other information systems (office automation, management IT, building technical management, physical access control, etc.).",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-07.1,9.7.c,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must design, develop, configure and deploy the service information system by ensuring at least one partitioning between on the one hand the technical infrastructure and on the other hand the equipment necessary for the administration of the services and resources it hosts.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-07.1,11.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement safety perimeters, including the marking of zones and the various means of limitation and access control.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-07.1,11.1.b,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The provider must distinguish public areas, private areas and sensitive areas.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-07.1,13.1.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic.",cisco+secNumCloud
8328b6b0-076b-4449-88d7-fffdea0f0334,System description,System Description & Boundaries,CS-07.1,13.2.a,"None | [The Organization] has prepared a description of the system and its boundaries and has provided this description to internal and external authorized users. | The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.).",cisco+secNumCloud
